fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
mrph;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.pf.;;machen;сътворити;сътвори́;сътворі;
PoS;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.pf.;;machen;сътворити;сътвори́;сътворі;
cls;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.pf.;c;machen;сътворити;сътвори́;сътворі;
gD;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.pf.;c;machen;сътворити;сътвори́;сътворі;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.npr.;;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ;
mrph;$;Bibelstellen;JH_20;Johannes 20.30 (As);prp.;;vor,gegenüber;прѣдъ;прѣ́дъ;прѣдь;
PoS;$;Bibelstellen;JH_20;Johannes 20.30 (As);prp.;;vor,gegenüber;прѣдъ;прѣ́дъ;прѣдь;
cls;$;Bibelstellen;JH_20;Johannes 20.30 (As);prp.;$;vor,gegenüber;прѣдъ;прѣ́дъ;прѣдь;
gD;$;Bibelstellen;JH_20;Johannes 20.30 (As);prp.;$;vor,gegenüber;прѣдъ;прѣ́дъ;прѣдь;
mrph;a.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.;;Schüler;оученикъ;оученикꙑ́;оученікꙑ;
PoS;a.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.;;Schüler;оученикъ;оученикꙑ́;оученікꙑ;
;a.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.;;Schüler;оученикъ;оученикꙑ́;оученікꙑ;cls
gD;a.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sm.;;Schüler;оученикъ;оученикꙑ́;оученікꙑ;
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;std
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;mrph
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;lm
PoS;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;
cls;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;
gD;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;sein,eigene(r,s);свои;+свои́ми ;+своимі, ;
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;ich;азъ ;свои́ми ;своимі, ;std
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;ich;азъ ;свои́ми ;своимі, ;mrph
;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;ich;азъ ;свои́ми ;своимі, ;lm
PoS;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;ich;азъ ;свои́ми ;своимі, ;
cls;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;ich;азъ ;свои́ми ;своимі, ;
gD;a.sg.m.               d.sg.en.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;ich;азъ ;свои́ми ;своимі, ;
;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;rel.prn.;и;ꙗ;+ѣже;std
;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;rel.prn.;и;ꙗ;+ѣже;mrph
PoS;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;rel.prn.;и;ꙗ;+ѣже;
cls;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;rel.prn.;и;ꙗ;+ѣже;
;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;$;rel.prn.;и;ꙗ;+ѣже;gD
mrph;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;же;же;же;ѣже;
PoS;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;же;же;же;ѣже;
cls;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;$;же;же;же;ѣже;
mrph;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;nicht;не;не;не;
PoS;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;nicht;не;не;не;
cls;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;$;nicht;не;не;не;
gD;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;$;nicht;не;не;не;
std;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;;sein;бꙑти ;сѫ́тъ;сѫтъ;
mrph;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;;sein;бꙑти ;сѫ́тъ;сѫтъ;
lm;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;;sein;бꙑти;сѫ́тъ;сѫтъ;
PoS;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;;sein;бꙑти;сѫ́тъ;сѫтъ;
cls;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;a;sein;бꙑти;сѫ́тъ;сѫтъ;
gD;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.30 (As);vb.im.;a;sein;бꙑти;сѫ́тъ;сѫтъ;
mrph;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;in;въ;въ;вь;
PoS;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;in;въ;въ;вь;
cls;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;in;въ;въ;вь;
gD;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;in;въ;въ;вь;
mrph;a.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.;;neu;новъ;но́вѫ;новѫ;
PoS;a.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.;;neu;новъ;но́вѫ;новѫ;
;a.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.;;neu;новъ;но́вѫ;новѫ;cls
gD;a.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.;;neu;новъ;но́вѫ;новѫ;
;a.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Woche;недѣл҄ꙗ;недѣ́л҄ѭ;неⷣл.;std
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Woche;недѣл҄ꙗ;недѣ́л҄ѭ;неⷣл.;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Woche;недѣл҄ꙗ;недѣ́л҄ѭ;неⷣл.;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;a;Woche;недѣл҄ꙗ;недѣ́л҄ѭ;неⷣл.;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;a;Sonntag;недѣл҄ꙗ;недѣ́л҄ѭ;неⷣл.;
;n.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prn.;;rel.prn.;и;ꙗ;+ѣже;std
PoS;n.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prn.;;rel.prn.;и;ꙗ;+ѣже;
cls;n.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prn.;$;rel.prn.;и;ꙗ;+ѣже;
;n.sg.f.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prn.;$;rel.prn.;и;ꙗ;+ѣже;gD
mrph;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;part.;;же;же;же;ѣже;
PoS;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;part.;;же;же;же;ѣже;
cls;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;part.;$;же;же;же;ѣже;
mrph;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;nach;по;по;по;
PoS;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;nach;по;по;по;
cls;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;nach;по;по;по;
;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;nach;по;по;по;gD
std;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха ;па́стѣ;пастѣ ;
mrph;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха ;па́стѣ;пастѣ ;
lm;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха;па́стѣ;пастѣ ;
PoS;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха;па́стѣ;пастѣ ;
;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха;па́стѣ;пастѣ ;cls
gD;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Ostern;пасха;па́стѣ;пастѣ ;
mrph;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;von;отъ;отъ;оⷮ;
PoS;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;von;отъ;отъ;оⷮ;
cls;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;von;отъ;отъ;оⷮ;
gD;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;von;отъ;отъ;оⷮ;
mrph;g.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sm.npr.;;Johannes;Ноанъ;Иоа́на;иоаⷩ;
PoS;g.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sm.npr.;;Johannes;Ноанъ;Иоа́на;иоаⷩ;
;g.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sm.npr.;;Johannes;Ноанъ;Иоа́на;иоаⷩ;cls
gD;g.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sm.npr.;;Johannes;Ноанъ;Иоа́на;иоаⷩ;
mrph;n.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Kapitel;глава;глава́;глаⷡ;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;;Kapitel;глава;глава́;глаⷡ;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;c;Kapitel;глава;глава́;глаⷡ;
;n.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;sf.;c;Kapitel;глава;глава́;глаⷡ;gD
;n.du.n.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zwei;дъва;дъвѣ́;+с҃і҃в҃ ;std
PoS;n.du.n.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zwei;дъва;дъвѣ́;+с҃і҃в҃ ;
cls;n.du.n.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;$;zwei;дъва;дъвѣ́;+с҃і҃в҃ ;
gD;n.du.n.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;$;zwei;дъва;дъвѣ́;+с҃і҃в҃ ;
;n.du.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;hundert;съто;сътѣ́;+с҃і҃в҃ ;std
PoS;n.du.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;hundert;съто;сътѣ́;+с҃і҃в҃ ;
;n.du.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;hundert;съто;сътѣ́;+с҃і҃в҃ ;cls
gD;n.du.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;hundert;съто;сътѣ́;+с҃і҃в҃ ;
;n.sg.f.em.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.num.;;dritter;третьи;тре́тьꙗꙗ;+с҃і҃в҃ ;std
mrph;n.sg.f.em.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.num.;;dritter;третьи;тре́тьꙗꙗ;+с҃і҃в҃ ;
PoS;n.sg.f.em.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.num.;;dritter;третьи;тре́тьꙗꙗ;+с҃і҃в҃ ;
;n.sg.f.em.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.num.;;dritter;третьи;тре́тьꙗꙗ;+с҃і҃в҃ ;cls
gD;n.sg.f.em.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;adj.num.;;dritter;третьи;тре́тьꙗꙗ;+с҃і҃в҃ ;
;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;auf;на;на;+с҃і҃в҃ ;std
mrph;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;auf;на;на;+с҃і҃в҃ ;
PoS;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;;auf;на;на;+с҃і҃в҃ ;
cls;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;auf;на;на;+с҃і҃в҃ ;
gD;$;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;prp.;$;auf;на;на;+с҃і҃в҃ ;
;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zehn;десѧть ;де́сѧте ;с҃і҃в҃ ;std
mrph;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zehn;десѧть ;де́сѧте ;с҃і҃в҃ ;
lm;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zehn;десѧть;де́сѧте ;с҃і҃в҃ ;
PoS;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;;zehn;десѧть;де́сѧте ;с҃і҃в҃ ;
cls;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;c;zehn;десѧть;де́сѧте ;с҃і҃в҃ ;
gD;l.sg.;Bibelstellen;JH_20;Johannes 20 (Ochr) Überschrift;num.;c;zehn;десѧть;де́сѧте ;с҃і҃в҃ ;
;prc.prs.act.n.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.;;sein;бꙑти;сѫ́щи;сѫшті;mrph
PoS;prc.prs.act.n.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;;sein;бꙑти;сѫ́щи;сѫшті;
cls;prc.prs.act.n.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;a;sein;бꙑти;сѫ́щи;сѫшті;
gD;prc.prs.act.n.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;a;sein;бꙑти;сѫ́щи;сѫшті;
mrph;l.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;spät;поздѣ;по́здѣ;поздѣ;
PoS;l.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;spät;поздѣ;по́здѣ;поздѣ;
cls;l.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;$;spät;поздѣ;по́здѣ;поздѣ;
gD;l.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;$;spät;поздѣ;по́здѣ;поздѣ;
mrph;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;in;въ;въ;въ;
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;in;въ;въ;въ;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;in;въ;въ;въ;
gD;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;in;въ;въ;въ;
;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;;der,dieser;тъ;тъ;тъ;mrph
PoS;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;;der,dieser;тъ;тъ;тъ;
cls;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;$;der,dieser;тъ;тъ;тъ;
gD;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;$;der,dieser;тъ;тъ;тъ;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Tag;дьнь;дь́нь;денъ,;std
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Tag;дьнь;дь́нь;денъ,;mrph
PoS;n.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Tag;дьнь;дь́нь;денъ,;
cls;n.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;b;Tag;дьнь;дь́нь;денъ,;
gD;n.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;b;Tag;дьнь;дь́нь;денъ,;
mrph;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;in;въ;въ;вь;
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;in;въ;въ;вь;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;in;въ;въ;вь;
gD;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;in;въ;въ;вь;
std;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;;eins;единъ;ѥдинѫ́;едінѫ;
mrph;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;;eins;единъ;ѥдинѫ́;едінѫ;
lm;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;;eins;ѥдинъ;ѥдинѫ́;едінѫ;
PoS;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;;eins;ѥдинъ;ѥдинѫ́;едінѫ;
cls;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;b;eins;ѥдинъ;ѥдинѫ́;едінѫ;
gD;a.sg.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);num.;b;eins;ѥдинъ;ѥдинѫ́;едінѫ;
;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота ;сѫбо́тѫ ;сѫбот* ;std
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота ;сѫбо́тѫ ;сѫбот* ;
lm;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота;сѫбо́тѫ ;сѫбот* ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота;сѫбо́тѫ ;сѫбот* ;
;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота;сѫбо́тѫ ;сѫбот* ;cls
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Samstag;сѫбота;сѫбо́тѫ ;сѫбот* ;
;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);cnj.;;und;и;и;і;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;;und;и;и;і;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;$;und;и;и;і;
;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prn.;$;und;и;и;і;gD
mrph;d.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Tür;двьрь;двьрь́мъ;двъремъ;
PoS;d.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Tür;двьрь;двьрь́мъ;двъремъ;
;d.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Tür;двьрь;двьрь́мъ;двъремъ;cls
gD;d.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sf.;;Tür;двьрь;двьрь́мъ;двъремъ;
;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити ;затворе́намъ ;заренамъ, ;std
mrph;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити ;затворе́намъ ;заренамъ, ;
lm;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити;затворе́намъ ;заренамъ, ;
PoS;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити;затворе́намъ ;заренамъ, ;
;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити;затворе́намъ ;заренамъ, ;cls
gD;prc.prt.pass.d.pl.f.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;schließen;затворити;затворе́намъ ;заренамъ, ;
;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;da;иде;иде;+идеже;std
mrph;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;da;иде;иде;+идеже;
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;da;иде;иде;+идеже;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;$;da;иде;иде;+идеже;
mrph;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);part.;;же;же;же;идеже;
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);part.;;же;же;же;идеже;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);part.;$;же;же;же;идеже;
mrph;3.pl.impf.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.;;sein;бꙑти;бѣ́ахѫ;бѣхѫ;
PoS;3.pl.impf.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;;sein;бꙑти;бѣ́ахѫ;бѣхѫ;
cls;3.pl.impf.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;a;sein;бꙑти;бѣ́ахѫ;бѣхѫ;
gD;3.pl.impf.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.im.;a;sein;бꙑти;бѣ́ахѫ;бѣхѫ;
;n.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Schüler;оученикъ;оученици́;оученци;mrph
;n.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Schüler;оученикъ;оученици́;оученци;lm
PoS;n.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Schüler;оученикъ;оученици́;оученци;
;n.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Schüler;оученикъ;оученици́;оученци;cls
gD;n.pl.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Schüler;оученикъ;оученици́;оученци;
;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати ;съ́бьрани ;с*бърані, ;std
mrph;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати ;съ́бьрани ;с*бърані, ;
lm;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати;съ́бьрани ;с*бърані, ;
PoS;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати;съ́бьрани ;с*бърані, ;
;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати;съ́бьрани ;с*бърані, ;cls
gD;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;versammeln;събьрати;съ́бьрани ;с*бърані, ;
mrph;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;für;за;за;за;
PoS;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;;für;за;за;за;
cls;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;für;за;за;за;
gD;$;Bibelstellen;JH_20;Johannes 20.19 (Ochr);prp.;$;für;за;за;за;
std;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Furcht;страхъ;стра́хъ;страхъ;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Furcht;страхъ;стра́хъ;страхъ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;;Furcht;страхъ;стра́хъ;страхъ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;c;Furcht;страхъ;стра́хъ;страхъ;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.;c;Furcht;страхъ;стра́хъ;страхъ;
;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;Juden-;июдѣискъ;июдѣ́искъ;июдѣискъ,;std
mrph;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;Juden-;июдѣискъ;июдѣ́искъ;июдѣискъ,;
PoS;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;;Juden-;июдѣискъ;июдѣ́искъ;июдѣискъ,;
cls;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;$;Juden-;июдѣискъ;июдѣ́искъ;июдѣискъ,;
gD;a.sg.m.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);adv.;$;Juden-;июдѣискъ;июдѣ́искъ;июдѣискъ,;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;kommen;прити;приде́;пріде;
lm;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;kommen;приити;приде́;пріде;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;;kommen;приити;приде́;пріде;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;b;kommen;приити;приде́;пріде;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);vb.pf.;b;kommen;приити;приде́;пріде;
std;n.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.npr.;;Jesus;Исоусъ ;Исоу́съ;и҃с҃* ;
lm;n.sg.;Bibelstellen;JH_20;Johannes 20.19 (Ochr);sm.npr.;;Jesus;Исоусъ;Исоу́съ;и҃с҃* ;
