part;page;line;subpart;match;safeness
2;53;18;aus2;paturrejis;safe
2;53;18;aus2;paturrejis;unsafe
2;53;19;aus2;Krohnis;unsafe
2;53;20;aus2;taißnis;unsafe
2;53;20;aus2;Ꞩoghis;unsafe
2;53;22;aus2;ſtippris;unsafe
2;53;23;aus2;ee⸗eeß;unsafe
2;53;26;aus2;ẜatʒijis;safe
2;53;26;aus2;ẜatʒijis;unsafe
2;53;28;aus2;tʒais;unsafe
2;53;31;aus2;bahrteeß;unsafe
2;54;1;aus2;reeteeß;unsafe
2;54;2;aus2;turrejis;safe
2;54;2;aus2;runnajis;safe
2;54;2;aus2;turrejis;unsafe
2;54;2;aus2;runnajis;unsafe
2;54;4;aus2;ẜchiß;unsafe
2;54;4;aus2;waͤtʒais;unsafe
2;54;5;aus2;dabbujis;safe
2;54;5;aus2;dabbujis;unsafe
2;54;14;aus2;turreteeß;unsafe
2;54;17;aus2;Patteeß;unsafe
2;54;21;aus2;darrijuẜchi;safe
2;54;22;aus2;ʒellẜeeß;unsafe
2;54;27;aus2;nopellnijuẜchi;safe
2;54;27;aus2;attpeſtijis;safe
2;54;27;aus2;attpeſtijis;unsafe
2;54;29;aus2;aprunnajis;safe
2;54;29;aus2;aprunnajis;unsafe
2;54;31;aus2;nopellnijis;safe
2;54;31;aus2;nopellnijis;unsafe
2;55;3;aus2;apluhkojis;safe
2;55;3;aus2;apluhkojis;unsafe
2;55;4;aus2;nahʒis;unsafe
2;55;6;aus2;runnajis;safe
2;55;6;aus2;runnajis;unsafe
2;55;7;aus2;Jahnis;unsafe
2;55;14;aus2;notickuẜchas;safe
2;55;15;aus2;bieteeß;unsafe
2;55;19;aus2;turreteeß;unsafe
2;55;24;aus2;dehwis;unsafe
2;56;3;aus2;reis;unsafe
2;56;3;aus2;reis;unsafe
2;56;11;aus2;Jck⸗kattris;unsafe
2;56;14;aus2;Awis;unsafe
2;56;18;aus2;Nacktis;unsafe
2;56;22;aus2;attpeſtijis;safe
2;56;22;aus2;attpeſtijis;unsafe
2;56;25;aus2;Peſtitais;unsafe
2;56;26;aus2;attpeſtijis;safe
2;56;26;aus2;attpeſtijis;unsafe
2;56;27;aus2;rahdijeeß;safe
2;56;27;aus2;rahdijeeß;unsafe
2;56;28;aus2;nahʒis;unsafe
2;56;29;aus2;paſuddis;unsafe
2;56;30;aus2;attpeſtijis;safe
2;56;30;aus2;attpeſtijis;unsafe
2;57;2;aus2;taißnis;unsafe
2;57;3;aus2;nomirris;unsafe
2;57;6;aus2;dehwis;unsafe
2;57;9;aus2;rijis;safe
2;57;9;aus2;rijis;unsafe
2;57;12;aus2;darrijuẜchi;safe
2;57;19;aus2;Wiſẜo⸗auxtakais;unsafe
2;57;20;aus2;bieteeß;unsafe
2;57;23;aus2;bijis;safe
2;57;23;aus2;bijis;unsafe
2;57;24;aus2;ghraͤkojis;safe
2;57;24;aus2;ghraͤkojis;unsafe
2;57;24;aus2;metteeß;unsafe
2;57;25;aus2;ghraͤkojis;safe
2;57;25;aus2;ghraͤkojis;unsafe
2;57;27;aus2;abſchaͤlohẜeeß;unsafe
2;57;29;aus2;abſchaͤloteeß;unsafe
2;58;11;aus2;pee⸗aͤduẜcheeß;safe
2;58;11;aus2;pee⸗aͤduẜcheeß;unsafe
2;58;12;aus2;mannis;unsafe
2;58;13;aus2;turreeß;unsafe
2;58;19;aus2;reis;unsafe
2;58;21;aus2;ʒeeteeß;unsafe
2;58;26;aus2;baͤdateeß;unsafe
2;58;30;aus2;ẜalldais;unsafe
2;59;2;aus2;peejembteeß;unsafe
2;59;10;head;Trinitatis;unsafe
2;60;5;peri;Schiß;unsafe
2;60;9;peri;Ahwis;unsafe
2;60;13;peri;attraddiß;unsafe
2;60;14;peri;liexmodammeeß;unsafe
2;60;15;peri;ghajis;safe
2;60;15;peri;ghajis;unsafe
2;60;16;peri;preeʒajeeteeß;unsafe
2;60;17;peri;paẜudduſẜi;safe
2;60;17;peri;attraddis;unsafe
2;60;26;peri;attradduſẜi;safe
2;61;2;peri;Preeʒajeeteeß;unsafe
2;61;3;peri;attradduſẜi;safe
2;61;4;peri;ſuddis;unsafe
2;61;7;aus1;ꞨChiß;unsafe
2;61;16;aus1;laipnis;unsafe
2;61;22;aus1;attradduſẜi;safe
2;61;24;aus1;attraddis;unsafe
2;61;26;aus1;ißklieduẜchi;safe
2;61;26;aus1;Awis;unsafe
2;61;28;aus1;attraddis;unsafe
2;62;3;aus1;ẜajehmis;unsafe
2;62;4;aus1;ſteidſameeß;unsafe
2;62;11;aus2;Ļaudis;unsafe
2;62;23;aus2;Ļaudis;unsafe
2;62;26;aus2;lickteeß;unsafe
2;62;26;aus2;mahʒiteeß;unsafe
2;62;27;aus2;attſtahteeß;unsafe
2;62;28;aus2;Ļaudis;unsafe
2;63;1;aus2;nahkuẜchi;safe
2;63;16;aus2;dſirrdejuẜchi;safe
2;63;17;aus2;jeeteeß;unsafe
2;63;21;aus2;ick⸗kattris;unsafe
2;63;29;aus2;Maiʒaiteeß;unsafe
2;64;2;aus2;ſteighuſẜcheeß;safe
2;64;2;aus2;ſteiguſẜcheeß;safe
2;64;2;aus2;ſteighuſẜcheeß;unsafe
2;64;2;aus2;ſteiguſẜcheeß;unsafe
2;64;2;aus2;Ļau-dis;absolute_trash
2;64;3;aus2;ick⸗kattris;unsafe
2;64;4;aus2;bijuẜchi;safe
2;64;5;aus2;bijuẜchi;safe
2;64;5;aus2;bijuẜchi;safe
2;64;18;aus2;peewileeß;unsafe
2;64;21;aus2;Attſtahjeeß;safe
2;64;21;aus2;Attſtahjeeß;unsafe
2;64;23;aus2;apſchaͤloſẜeeß;unsafe
2;64;24;aus2;Steidſeteeß;unsafe
2;64;25;aus2;ſteixeeß;unsafe
2;64;27;aus2;Steidſeeß;unsafe
2;64;31;aus2;Steidſeeß;unsafe
2;65;12;aus2;dehwis;unsafe
2;65;24;aus2;mahʒiteeß;unsafe
2;66;1;aus2;bieſteeß;unsafe
2;66;2;aus2;ſteidſeeß;unsafe
2;66;4;aus2;nahʒis;unsafe
2;66;6;aus2;nahʒis;unsafe
2;66;9;aus2;Aſẜinis;unsafe
2;66;17;aus2;nahʒis;unsafe
2;66;18;aus2;ghajis;safe
2;66;18;aus2;ghajis;unsafe
2;66;27;aus2;ghajis;safe
2;66;27;aus2;Peſtitais;unsafe
2;66;27;aus2;ghajis;unsafe
2;66;29;aus2;mehſis;unsafe
2;67;4;aus2;Patteeß;unsafe
2;67;6;aus2;neſẜis;unsafe
2;67;15;aus2;Siſlis;unsafe
2;67;17;aus2;Awis;unsafe
2;67;17;aus2;pahr⸗neſẜis;unsafe
2;67;18;aus2;Preeʒajetees;unsafe
2;67;19;aus2;attraddis;unsafe
2;67;20;aus2;us⸗wahrejis;safe
2;67;20;aus2;us⸗wahrejis;unsafe
2;67;30;aus2;mecklejis;safe
2;67;30;aus2;dehwis;unsafe
2;67;30;aus2;mecklejis;unsafe
2;68;11;aus2;reis;unsafe
2;68;18;aus2;bijuſẜi;safe
2;68;19;aus2;ſtrahdajuſẜchi;safe
2;68;20;aus2;duẜchi;safe
2;68;27;aus2;ẜarrghajuẜchi;safe
2;68;27;aus2;ghlabbojuẜchi;safe
2;68;31;aus2;Weeſẜis;unsafe
2;69;1;aus2;Ļaudis;unsafe
2;69;13;aus2;Aſẜinis;unsafe
2;69;13;aus2;ẜwiediß;unsafe
2;69;14;aus2;ißlehjis;safe
2;69;14;aus2;ißlehjis;unsafe
2;69;14;aus2;ʒeetiß;unsafe
2;69;27;aus2;abdohmajeeß;safe
2;69;27;aus2;abdohmajeeß;unsafe
2;69;28;aus2;ißklieduſẜi;safe
2;69;29;aus2;Ghraͤko⸗Kacktànotetʒejis;safe
2;69;29;aus2;Ghraͤko⸗Kacktànotetʒejis;unsafe
2;70;2;aus2;warreeß;unsafe
2;70;3;aus2;raſteeß;unsafe
2;70;5;aus2;Attghreeſees;unsafe
2;70;5;aus2;Attghreeſees;unsafe
2;70;6;aus2;attkliediß;unsafe
2;70;10;aus2;ghraͤkojis;safe
2;70;10;aus2;ghraͤkojis;unsafe
2;70;12;aus2;aiskurrtuẜchas;safe
2;70;12;aus2;Auſẜis;unsafe
2;70;14;aus2;ghreeſeeß;unsafe
2;70;14;aus2;Attghreeß;unsafe
2;70;17;aus2;nahʒis;unsafe
2;70;23;head;Trinitatis;unsafe
2;72;2;peri;Acklis;unsafe
2;72;3;peri;Mahʒeklis;unsafe
2;72;4;peri;Mahʒeklis;unsafe
2;72;15;aus1;Mahʒetais;unsafe
2;72;19;aus1;turreteeß;unsafe
2;72;22;aus1;ee⸗ghribbehteeß;unsafe
2;72;23;aus1;barteeß;unsafe
2;72;23;aus1;reeteeß;unsafe
2;72;25;aus1;mahkteeß;unsafe
2;73;8;aus1;turreteeß;unsafe
2;73;9;aus1;mahʒiteeß;unsafe
2;73;12;aus1;ẜohlijis;safe
2;73;12;aus1;ẜohlijis;unsafe
2;73;22;aus2;darrijis;safe
2;73;22;aus2;darrijis;unsafe
2;73;26;aus2;nomannieteeß;unsafe
2;74;4;aus2;Jahnis;unsafe
2;74;8;aus2;ick⸗kattris;unsafe
2;74;9;aus2;redſejuẜchi;safe
2;74;11;aus2;Brahlis;unsafe
2;74;13;aus2;Brahlis;unsafe
2;74;16;aus2;teickteeß;unsafe
2;74;20;aus2;ẜchiß;unsafe
2;74;20;aus2;Baußlis;unsafe
2;74;22;aus2;ick⸗kattris;unsafe
2;74;26;aus2;turreteeß;unsafe
2;74;27;aus2;Vpperis;unsafe
2;74;30;aus2;lickteeß;unsafe
2;74;30;aus2;ẜaukteeß;unsafe
2;74;31;aus2;Ļaudis;unsafe
2;75;4;aus2;abſchaͤlohteeß;unsafe
2;75;5;aus2;Abſchaͤloteeß;unsafe
2;75;14;aus2;abſchaͤhlo-teeß;absolute_trash
2;75;19;aus2;darrijis;safe
2;75;19;aus2;darrijis;unsafe
2;75;24;aus2;darrijis;safe
2;75;24;aus2;darrijis;unsafe
2;75;26;aus2;turreeß;unsafe
2;75;31;aus2;ſkallkis;unsafe
2;76;3;aus2;Mais;unsafe
2;76;6;aus2;ißkliediß;unsafe
2;76;10;aus2;abſchaͤhlo-jeeß;absolute_trash
2;76;23;aus2;abſchaͤloteeß;unsafe
2;76;27;aus2;darrijuẜchi;safe
2;76;28;aus2;ſchaͤloteeß;unsafe
2;76;31;aus2;abſchaͤloteeß;unsafe
2;77;14;aus2;mahʒiteeß;unsafe
2;77;16;aus2;klauſẜais;unsafe
2;77;17;aus2;taißnis;unsafe
2;77;29;aus2;ghauſchas;safe
2;78;3;aus2;no⸗ſeedſis;unsafe
2;78;4;aus2;nopellnijis;safe
2;78;4;aus2;nopellnijis;unsafe
2;78;6;aus2;lejis;safe
2;78;6;aus2;lejis;unsafe
2;78;11;aus2;nopellnijis;safe
2;78;11;aus2;nopellnijis;unsafe
2;78;22;aus2;Ļau-dis;absolute_trash
2;78;24;aus2;reis;unsafe
2;78;30;aus2;Ļaudis;unsafe
2;79;1;aus2;pa⸗wehlejis;safe
2;79;1;aus2;pa⸗wehlejis;unsafe
2;79;12;aus2;Klauſẜais;unsafe
2;79;14;aus2;Neewatais;unsafe
2;79;20;aus2;darrijis;safe
2;79;20;aus2;darrijis;unsafe
2;79;28;aus2;noſkummuſẜi;safe
2;80;2;aus2;peedſaͤruſẜi;safe
2;80;3;aus2;pee⸗dſaͤruſẜi;safe
2;80;4;aus2;peepampis;unsafe
2;80;5;aus2;pa⸗behdſis;unsafe
2;80;6;aus2;us⸗meſteeß;unsafe
2;80;11;aus2;dohteeß;unsafe
2;80;15;aus2;Tuwakais;unsafe
2;80;27;aus2;Pehteris;unsafe
2;80;31;aus2;nopellnijis;safe
2;80;31;aus2;nopellnijis;unsafe
2;81;10;aus2;ißrunnajis;safe
2;81;10;aus2;ißrunnajis;unsafe
2;81;11;aus2;ẜadaͤdſenajis;safe
2;81;11;aus2;nokrittis;unsafe
2;81;11;aus2;ẜadaͤdſenajis;unsafe
2;81;12;aus2;ißrunnajis;safe
2;81;12;aus2;Awis;unsafe
2;81;12;aus2;ißrunnajis;unsafe
2;81;14;aus2;ißrunnajis;safe
2;81;14;aus2;ißrunnajis;unsafe
2;81;15;aus2;Sturrmis;unsafe
2;81;16;aus2;ghrawis;unsafe
2;81;24;aus2;pellnijis;safe
2;81;24;aus2;pellnijis;unsafe
2;81;25;aus2;majeeß;safe
2;81;25;aus2;majeeß;unsafe
2;81;30;aus2;ẜillditeeß;unsafe
2;81;30;aus2;ſchahweteeß;unsafe
2;82;3;aus2;Ꞩchiß;unsafe
2;82;3;aus2;patteeß;unsafe
2;82;4;aus2;iß⸗ſprutʒis;unsafe
2;82;11;aus2;Brahlis;unsafe
2;82;13;aus2;apkaitenajis;safe
2;82;13;aus2;apkaitenajis;unsafe
2;82;17;aus2;dſieda-meeß;absolute_trash
2;82;27;aus2;turrehſẜeeß;unsafe
2;82;27;aus2;turrehſẜeeß;unsafe
2;82;30;aus2;mahʒijis;safe
2;82;30;aus2;mahʒijis;unsafe
2;83;6;intr;turrejuſ-ẜeeß;absolute_trash
2;84;8;peri;preeʒadammees;unsafe
2;84;10;peri;titʒejuſẜi;safe
2;84;17;peri;usraudſijis;safe
2;84;17;peri;usraudſijis;unsafe
2;84;19;peri;darrijis;safe
2;84;19;peri;darrijis;unsafe
2;85;5;peri;runnajis;safe
2;85;5;peri;runnajis;unsafe
2;85;18;aus1;dohteeß;unsafe
2;85;26;aus1;mahʒiteeß;unsafe
2;85;28;aus1;turreteeß;unsafe
2;86;11;aus2;mettu-ẜeeß;absolute_trash
2;86;12;aus2;attneſẜis;unsafe
2;86;12;aus2;Peſtitais;unsafe
2;86;13;aus2;ſteeß;unsafe
2;86;14;aus2;dehwis;unsafe
2;86;24;aus2;noduhreeß;unsafe
2;86;26;aus2;noẜauʒis;unsafe
2;86;29;aus2;bijuẜchi;safe
2;87;2;aus2;dſiewojuẜchi;safe
2;87;4;aus2;diwi⸗deßmitis;unsafe
2;87;5;aus2;pa⸗ẜarrghajis;safe
2;87;5;aus2;pa⸗ẜarrghajis;unsafe
2;87;13;aus2;dehwis;unsafe
2;87;14;aus2;ẜchiß;unsafe
2;87;17;aus2;ẜchis;unsafe
2;87;18;aus2;runnajis;safe
2;87;18;aus2;runnajis;unsafe
2;87;18;aus2;jis;trash
2;87;22;aus2;mahʒammeeß;unsafe
2;87;28;aus2;Weeẜis;unsafe
2;87;31;aus2;Weeẜis;unsafe
2;88;10;aus2;turreteeß;unsafe
2;88;12;aus2;turreteeß;unsafe
2;88;20;aus2;ʒelleeß;unsafe
2;88;21;aus2;paſuddis;unsafe
2;88;23;aus2;ʒell-teeß;absolute_trash
2;88;24;aus2;ghraͤkojis;safe
2;88;24;aus2;ghraͤkojis;unsafe
2;88;27;aus2;ſtahwejis;safe
2;88;27;aus2;ſtahwejis;unsafe
2;88;28;aus2;Atʒis;unsafe
2;88;29;aus2;ẜatʒijis;safe
2;88;29;aus2;ẜatʒijis;unsafe
2;89;1;aus2;wahrtaiteeß;unsafe
2;89;5;aus2;Awis;unsafe
2;89;6;aus2;lickteeß;unsafe
2;89;7;aus2;ẜatʒijis;safe
2;89;7;aus2;ẜatʒijis;unsafe
2;89;9;aus2;turraiteeß;unsafe
2;89;10;aus2;tickuẜchi;safe
2;89;16;aus2;rahpaiteeß;unsafe
2;89;18;aus2;ẜarrghajee-teeß;absolute_trash
2;89;20;aus2;ʒelleeteeß;unsafe
2;89;21;aus2;pa⸗ghahjuſẜi;safe
2;89;22;aus2;att⸗nahkuſẜi;safe
2;89;24;aus2;ẜaghajuẜchi;safe
2;89;25;aus2;mahʒameeß;unsafe
2;89;31;aus2;pee⸗aughuẜchi;safe
2;89;31;aus2;Ļaudis;unsafe
2;90;1;aus2;peekuſẜuẜchi;safe
2;90;4;aus2;ghajuſẜi;safe
2;90;9;aus2;ẜataiẜijis;safe
2;90;9;aus2;ẜataiẜijis;unsafe
2;90;11;aus2;redſejuſẜi;safe
2;90;11;aus2;dſirrdejuſẜi;safe
2;90;12;aus2;duhruſẜeeß;safe
2;90;12;aus2;duhruſẜeeß;unsafe
2;90;19;aus2;Atʒis;unsafe
2;90;21;aus2;darrijis;safe
2;90;21;aus2;darrijis;unsafe
2;91;11;aus2;peedſimmuẜchi;safe
2;91;11;aus2;Ļaudis;unsafe
2;91;12;aus2;puẜchi;safe
2;91;15;aus2;aprunna-teeß;absolute_trash
2;91;17;aus2;Peſtitais;unsafe
2;91;17;aus2;Ꞩirrdis;unsafe
2;91;18;aus2;dabbujis;safe
2;91;18;aus2;dabbujis;unsafe
2;91;25;aus2;ʒaͤhluScheeß;unsafe
2;91;28;aus2;ẜchiß;unsafe
2;92;9;aus2;mahʒijis;safe
2;92;9;aus2;mahʒijis;unsafe
2;92;11;aus2;Reis;unsafe
2;92;17;aus2;dajeeß;safe
2;92;17;aus2;dajeeß;unsafe
2;92;18;aus2;ghahda-jeeß;absolute_trash
2;92;21;aus2;darrboteeß;unsafe
2;93;5;aus2;ſteikteeß;unsafe
2;93;12;aus2;ẜchiß;unsafe
2;93;28;aus2;Mahʒekļis;unsafe
2;94;4;aus2;ẜataiẜijeeß;safe
2;94;4;aus2;ẜataiẜijeeß;unsafe
2;94;6;aus2;ghajuſẜi;safe
2;94;6;aus2;nhe⸗kawaͤdameeß;unsafe
2;94;6;aus2;Steidſeeß;unsafe
2;94;12;aus2;rahdijis;safe
2;94;12;aus2;rahdijis;unsafe
2;94;15;aus2;darrijis;safe
2;94;15;aus2;darrijis;unsafe
2;94;17;aus2;litʒis;unsafe
2;94;21;aus2;pahr⸗ẜchautiß;unsafe
2;94;23;aus2;Ļaudis;unsafe
2;94;24;aus2;weddis;unsafe
2;94;25;aus2;baŗŗojis;safe
2;94;25;aus2;Mais;unsafe
2;94;25;aus2;baŗŗojis;unsafe
2;94;26;aus2;dſirrdejis;safe
2;94;26;aus2;dſirrdejis;unsafe
2;94;26;aus2;litʒis;unsafe
2;94;27;aus2;dſirrdenajis;safe
2;94;27;aus2;dſirrdenajis;unsafe
2;95;2;aus2;kahwejeeß;safe
2;95;2;aus2;kahwejeeß;unsafe
2;95;3;aus2;ſtees;unsafe
2;95;6;aus2;turreteeß;unsafe
2;95;8;aus2;turreteeß;unsafe
2;95;16;aus2;Peſtitais;unsafe
2;95;17;aus2;Eepreeʒenatais;unsafe
2;95;20;aus2;wehlejeeteeß;unsafe
2;95;27;aus2;attghreeſieẜeeß;unsafe
2;95;30;aus2;Mahʒeklis;unsafe
2;96;11;aus2;ʒellteeß;unsafe
2;96;13;aus2;Moſis;unsafe
2;96;14;aus2;Mais;unsafe
2;96;15;aus2;kaunehjeteeß;unsafe
2;96;23;aus2;Pehteris;unsafe
2;96;26;aus2;Ļaudis;unsafe
2;96;28;aus2;pahrmaͤttuẜchees;safe
2;96;28;aus2;pahrmaͤttuẜchees;unsafe
2;96;29;aus2;iß⸗ſteepuẜcheeß;safe
2;96;29;aus2;iß⸗ſteepuẜcheeß;unsafe
2;96;29;aus2;ſkattai-teeß;absolute_trash
2;96;30;aus2;Muẜchas;safe
2;96;31;aus2;plieẜuſchi;safe
2;96;31;aus2;nokrittuẜchi;safe
2;97;3;aus2;turreteeß;unsafe
2;97;5;aus2;turreteeß;unsafe
2;97;8;aus2;darrijis;safe
2;97;8;aus2;darrijis;unsafe
2;97;9;aus2;darrijis;safe
2;97;9;aus2;darrijis;unsafe
2;97;11;aus2;preeʒadameeß;unsafe
2;97;13;aus2;darrijis;safe
2;97;13;aus2;darrijis;unsafe
2;97;17;aus2;eeghrimmuẜchi;safe
2;97;18;aus2;usluhkojis;safe
2;97;18;aus2;usluhkojis;unsafe
2;97;24;aus2;laͤppnis;unsafe
2;97;26;aus2;Mais;unsafe
2;97;31;aus2;runnajis;safe
2;97;31;aus2;runnajis;unsafe
2;98;9;head;Trinitatis;unsafe
2;98;15;peri;Ļaudis;unsafe
2;98;20;peri;ißkahpuſẜchi;safe
2;99;2;peri;Ļaudis;unsafe
2;99;4;peri;dohdeeß;unsafe
2;99;7;peri;ſtradajuſẜchi;safe
2;99;7;peri;dabbujuſẜchi;safe
2;99;10;peri;Tieklis;unsafe
2;99;14;peri;Peteris;unsafe
2;100;2;peri;usghajuſẜi;safe
2;100;3;peri;willkuſchi;safe
2;100;6;peri;iſẜabieſtees;unsafe
2;100;16;aus1;litʒis;unsafe
2;100;16;aus1;Awis;unsafe
2;100;18;aus1;Siwis;unsafe
2;100;20;aus1;raddijis;safe
2;100;20;aus1;raddijis;unsafe
2;100;23;aus1;pabeidſis;unsafe
2;100;23;aus1;Siwis;unsafe
2;100;24;aus1;Pehteris;unsafe
2;100;25;aus1;ſtrahdajis;safe
2;100;25;aus1;ſweijojis;safe
2;100;25;aus1;ſtrahdajis;unsafe
2;100;25;aus1;ſweijojis;unsafe
2;100;26;aus1;noklauſẜijis;safe
2;100;26;aus1;noklauſẜijis;unsafe
2;100;27;aus1;aisdehwis;unsafe
2;101;3;aus1;Ꞩchiß;unsafe
2;101;5;aus1;dehwis;unsafe
2;101;5;aus1;peedſin-nis;absolute_trash
2;101;6;aus1;ʒehlis;unsafe
2;101;11;aus1;teris;unsafe
2;101;16;aus1;mahʒiteeß;unsafe
2;101;25;aus2;pawehlejis;safe
2;101;25;aus2;pawehlejis;unsafe
2;101;26;aus2;darrijis;safe
2;101;26;aus2;noſtrahdajis;safe
2;101;26;aus2;darrijis;unsafe
2;101;26;aus2;noſtrahdajis;unsafe
2;101;28;aus2;ẜatʒijis;safe
2;101;28;aus2;ẜatʒijis;unsafe
2;102;2;aus2;pahrʒellteeß;unsafe
2;102;3;aus2;Ļaudis;unsafe
2;102;4;aus2;Ļaudis;unsafe
2;102;6;aus2;Ļaudis;unsafe
2;102;17;aus2;Atʒis;unsafe
2;102;19;aus2;Ļaudis;unsafe
2;102;19;aus2;ẜchis;unsafe
2;102;19;aus2;Mahʒetais;unsafe
2;102;20;aus2;attraſteeß;unsafe
2;102;20;aus2;lick-teeß;absolute_trash
2;102;22;aus2;Ļaudis;unsafe
2;102;23;aus2;Mahʒetais;unsafe
2;102;28;aus2;Auſẜis;unsafe
2;103;7;aus2;ſpeeſteeß;unsafe
2;103;8;aus2;preeʒadameeß;unsafe
2;103;19;aus2;turreeß;unsafe
2;103;21;aus2;meſteeß;unsafe
2;103;24;aus2;jauʒeeß;unsafe
2;103;24;aus2;dſenneeß;unsafe
2;103;26;aus2;pall⸗deeß;unsafe
2;103;28;aus2;aptraipateeß;unsafe
2;103;31;aus2;ẜchkirreteeß;unsafe
2;104;2;aus2;turreteeß;unsafe
2;104;4;aus2;attſtah-teeß;absolute_trash
2;104;9;aus2;mahʒijis;safe
2;104;9;aus2;mahʒijis;unsafe
2;104;15;aus2;Sturrmis;unsafe
2;104;17;aus2;reis;unsafe
2;104;23;aus2;Mais;unsafe
2;104;30;aus2;lickteeß;unsafe
2;104;30;aus2;ẜchaubiteeß;unsafe
2;105;2;aus2;Awis;unsafe
2;105;2;aus2;Brahlis;unsafe
2;105;6;aus2;Kallpojis;safe
2;105;6;aus2;Kallpojis;unsafe
2;105;10;aus2;ick⸗kattris;unsafe
2;105;16;aus2;bieteeß;unsafe
2;105;28;aus2;jembteeß;unsafe
2;105;30;aus2;kliedis;unsafe
2;106;6;aus2;Mahʒetais;unsafe
2;106;7;aus2;Auſẜis;unsafe
2;106;14;aus2;Mahʒetais;unsafe
2;106;17;aus2;dohſẜeeß;unsafe
2;106;17;aus2;reis;unsafe
2;106;18;aus2;us⸗jehmeeß;unsafe
2;106;23;aus2;preeʒadameeß;unsafe
2;106;24;aus2;puhßdammeeß;unsafe
2;106;26;aus2;Mahʒais;unsafe
2;106;27;aus2;turreteeß;unsafe
2;106;30;aus2;Pehteris;unsafe
2;106;31;aus2;klauſẜijuẜchi;safe
2;107;2;aus2;dajuẜchi;safe
2;107;2;aus2;dabbujuẜchi;safe
2;107;4;aus2;dabbujuẜchi;safe
2;107;7;aus2;Klauſẜais;unsafe
2;107;7;aus2;ẜchiß;unsafe
2;107;10;aus2;dſenneeß;unsafe
2;107;16;aus2;noliekuſẜeeß;safe
2;107;16;aus2;ghlahbteeß;unsafe
2;107;16;aus2;noliekuſẜeeß;unsafe
2;107;20;aus2;Ļaudis;unsafe
2;107;21;aus2;Klauſẜais;unsafe
2;107;25;aus2;pee⸗dſeŗŗateeß;unsafe
2;107;25;aus2;aptehrpjateeß;unsafe
2;108;3;aus2;ick⸗kattris;unsafe
2;108;8;aus2;Dſenneteeß;unsafe
2;108;14;aus2;Dohdeeß;unsafe
2;108;15;aus2;Dohdeeß;unsafe
2;108;17;aus2;Mais;unsafe
2;108;19;aus2;jembteeß;unsafe
2;108;22;aus2;pa⸗wehlejis;safe
2;108;22;aus2;pa⸗wehlejis;unsafe
2;108;26;aus2;ißdohſ-ẜeeß;absolute_trash
2;109;1;aus2;dehwis;unsafe
2;109;10;aus2;Mais;unsafe
2;109;12;aus2;baͤhdajeeß;safe
2;109;12;aus2;baͤhdajeeß;unsafe
2;109;13;aus2;raddijis;safe
2;109;13;aus2;raddijis;unsafe
2;109;15;aus2;mahʒais;unsafe
2;109;17;aus2;Mais;unsafe
2;109;21;aus2;reis;unsafe
2;109;22;aus2;rahdihſẜeeß;unsafe
2;109;23;aus2;iß⸗bijeeß;safe
2;109;23;aus2;iß⸗bijeeß;unsafe
2;109;23;aus2;noſkummiß;unsafe
2;109;23;aus2;Pehteris;unsafe
2;109;25;aus2;Siwis;unsafe
2;109;28;aus2;Pehteris;unsafe
2;109;30;aus2;Ļaudis;unsafe
2;109;31;aus2;Pehteris;unsafe
2;110;6;aus2;bieſteeß;unsafe
2;110;8;aus2;nahʒis;unsafe
2;110;10;aus2;bieſteeß;unsafe
2;110;14;aus2;bieſteeß;unsafe
2;110;15;aus2;ẜaliedſenajis;safe
2;110;15;aus2;ẜaliedſenajis;unsafe
2;110;15;aus2;bieſteeß;unsafe
2;110;19;head;Trinitatis;unsafe
2;111;8;peri;dejuſchi;safe
2;111;10;peri;nopellnijis;safe
2;111;10;peri;nopellnijis;unsafe
2;111;11;peri;nopellnijis;safe
2;111;11;peri;nopellnijis;unsafe
2;111;13;peri;nopellnijis;safe
2;111;13;peri;nopellnijis;unsafe
2;111;13;peri;Jegkis;unsafe
2;111;14;peri;nopellnijis;safe
2;111;14;peri;nopellnijis;unsafe
2;112;2;peri;ee⸗ghadajees;safe
2;112;2;peri;ee⸗ghadajees;unsafe
2;112;4;peri;ẜaderrees;unsafe
2;112;8;peri;weenreis;unsafe
2;112;9;peri;Ꞩohgis;unsafe
2;112;11;peri;pattees;unsafe
2;112;14;aus1;dſieteeß;unsafe
2;112;18;aus1;doh-teeß;absolute_trash
2;112;28;aus1;ẜuhtijis;safe
2;112;28;aus1;ẜuhtijis;unsafe
2;113;15;aus1;Baußlis;unsafe
2;113;16;aus1;Mahʒetais;unsafe
2;113;17;aus1;taißnis;unsafe
2;113;19;aus1;klauſẜiteeß;unsafe
2;113;21;aus1;dohteeß;unsafe
2;113;23;aus1;leelais;unsafe
2;113;23;aus1;Mahʒetais;unsafe
2;113;26;aus2;ẜaghajuẜchi;safe
2;114;9;aus2;jis;trash
2;114;14;aus2;pa⸗wehlejis;safe
2;114;14;aus2;pa⸗wehlejis;unsafe
2;114;29;aus2;pahrkahpuẜchi;safe
2;115;1;aus2;darrijuẜchi;safe
2;115;1;aus2;pawehlejis;safe
2;115;1;aus2;pawehlejis;unsafe
2;115;2;aus2;nopellnijuẜchi;safe
2;115;3;aus2;leelidameeß;unsafe
2;115;4;aus2;aplaupijis;safe
2;115;4;aus2;wielis;unsafe
2;115;4;aus2;aplaupijis;unsafe
