part;page;line;subpart;match;safeness
1;1;5;intr;jahjis;safe
1;1;5;intr;jahjis;unsafe
1;2;2;peri;attraiſẜiyuſchi;safe
1;2;13;peri;pawehleyis;safe
1;2;13;peri;pawehleyis;unsafe
1;2;15;peri;Ļaudis;unsafe
1;2;18;peri;Ļau-dis;absolute_trash
1;2;23;aus1;peedſiewojuẜchi;safe
1;2;25;aus1;nahʒis;unsafe
1;2;27;aus1;peedſimmis;unsafe
1;3;2;aus1;Jahnis;unsafe
1;3;6;aus1;patteeß;unsafe
1;3;7;aus1;tappis;unsafe
1;3;11;aus1;Pehteris;unsafe
1;3;15;aus1;ee⸗ʒaͤhluſchi;safe
1;3;17;aus1;mahʒiteeß;unsafe
1;3;18;aus1;ẜataiẜitees;unsafe
1;3;29;aus1;ee⸗jahjis;safe
1;3;29;aus1;ee⸗jahjis;unsafe
1;3;31;aus1;ſtahſtijis;safe
1;3;31;aus1;ſtahſtijis;unsafe
1;4;8;aus2;nokauteeß;unsafe
1;4;10;aus2;tris;unsafe
1;4;10;aus2;attſchkirrteeß;unsafe
1;4;11;aus2;pawehlejis;safe
1;4;11;aus2;pawehlejis;unsafe
1;5;6;aus2;attpirrʒis;unsafe
1;5;14;aus2;Atʒis;unsafe
1;5;17;aus2;eepreeʒenajeeß;safe
1;5;17;aus2;eepreeʒenajeeß;unsafe
1;5;22;aus2;klauſẜais;unsafe
1;5;23;aus2;Ꞩarrghajieeß;unsafe
1;5;24;aus2;Ꞩarrgajees;safe
1;5;24;aus2;Ꞩarrgajees;unsafe
1;5;25;aus2;Atʒis;unsafe
1;6;1;aus2;darrijis;safe
1;6;1;aus2;darrijis;unsafe
1;6;4;aus2;ee⸗jahjis;safe
1;6;4;aus2;ee⸗jahjis;unsafe
1;6;13;aus2;Atʒis;unsafe
1;6;15;aus2;Ļaudis;unsafe
1;6;17;aus2;baſchitees;unsafe
1;6;18;aus2;Peſtitaiß;unsafe
1;6;19;aus2;Taißniß;unsafe
1;6;19;aus2;Taißnis;unsafe
1;6;24;aus2;preeʒateeß;unsafe
1;6;27;aus2;Mahʒais;unsafe
1;6;32;aus2;rauſtiteeß;unsafe
1;6;33;aus2;brienoteeß;unsafe
1;7;1;aus2;Atʒis;unsafe
1;7;12;aus2;nahʒis;unsafe
1;7;19;aus2;ẜchiß;unsafe
1;7;20;aus2;Taißniß;unsafe
1;7;20;aus2;Peſtitais;unsafe
1;7;22;aus2;preeʒateeß;unsafe
1;7;23;aus2;liexmoteeß;unsafe
1;7;26;aus2;Ꞩchiß;unsafe
1;7;29;aus2;Ļaudis;unsafe
1;7;30;aus2;ẜchiß;unsafe
1;7;31;aus2;Ļaudis;unsafe
1;7;31;aus2;Wahrtis;unsafe
1;8;6;aus2;Ꞩchiß;unsafe
1;8;19;aus2;paļauteeß;unsafe
1;8;22;aus2;bieſteeß;unsafe
1;8;25;aus2;Jahnis;unsafe
1;8;30;aus2;ißwehlejis;safe
1;8;30;aus2;ißwehlejis;unsafe
1;9;3;aus2;bieſta-meeß;absolute_trash
1;9;7;aus2;Ļaudis;unsafe
1;9;8;aus2;padohdeeß;unsafe
1;9;9;aus2;bieſteeß;unsafe
1;9;12;aus2;Ʒelleeß;unsafe
1;9;20;aus2;mettieſẜeeß;unsafe
1;9;20;aus2;attnahʒis;unsafe
1;9;26;aus2;pawehlejis;safe
1;9;26;aus2;pawehlejis;unsafe
1;9;31;aus2;klauſẜi;safe
1;10;2;aus2;pawehlejis;safe
1;10;2;aus2;pawehlejis;unsafe
1;10;9;aus2;pawehlejis;safe
1;10;9;aus2;ẜohlijis;safe
1;10;9;aus2;pawehlejis;unsafe
1;10;9;aus2;ẜohlijis;unsafe
1;10;17;aus2;Ļaudis;unsafe
1;10;19;aus2;Ļaudis;unsafe
1;10;31;aus2;litʒis;unsafe
1;11;1;aus2;redſejuẜchi;safe
1;11;3;aus2;usjehmeeß;unsafe
1;11;19;aus2;ißraudſijeeß;safe
1;11;19;aus2;ißraudſijeeß;unsafe
1;11;23;aus2;aiʒenajis;safe
1;11;23;aus2;aiʒenajis;unsafe
1;12;14;peri;iſẜamiſẜiſẜees;unsafe
1;13;2;peri;iſẜabydamees;unsafe
1;13;4;peri;kußtinahſẜees;unsafe
1;13;7;peri;ſkattaitees;unsafe
1;13;16;peri;Pattees;unsafe
1;13;17;peri;ſchiß;unsafe
1;13;19;peri;ẜarghayeetees;unsafe
1;14;1;aus1;ꞨChiß;unsafe
1;14;3;aus1;Atteeß;unsafe
1;14;4;aus1;Atteeß;unsafe
1;14;11;aus1;rahdieſ-ẜeeß;absolute_trash
1;14;12;aus1;iſẜamiſẜeſẜeeß;unsafe
1;14;13;aus1;iſẜabidamees;unsafe
1;14;14;aus1;rahdieſẜeeß;unsafe
1;14;22;aus1;mahʒiteeß;unsafe
1;14;24;aus1;Peſtitais;unsafe
1;14;24;aus1;Ꞩoghis;unsafe
1;15;1;aus2;atteeß;unsafe
1;15;2;aus2;ẜluddenajis;safe
1;15;2;aus2;tieſẜeeß;unsafe
1;15;2;aus2;Pehteris;unsafe
1;15;2;aus2;ẜluddenajis;unsafe
1;15;4;aus2;patteeß;unsafe
1;15;8;aus2;kahweẜimeeß;unsafe
1;15;10;aus2;paẜluddenajis;safe
1;15;10;aus2;paẜluddenajis;unsafe
1;15;12;aus2;Ꞩchiß;unsafe
1;15;14;aus2;redſejuſſchi;safe
1;15;15;aus2;titʒejuſẜchi;safe
1;15;16;aus2;pawehlejuſſchi;safe
1;15;18;aus2;ʒehleeß;unsafe
1;15;18;aus2;brauʒis;unsafe
1;15;19;aus2;ẜaͤhdenajees;safe
1;15;19;aus2;ẜaͤhdenajees;unsafe
1;15;20;aus2;atteeß;unsafe
1;15;22;aus2;kahweteeß;unsafe
1;15;28;aus2;turrejis;safe
1;15;28;aus2;turrejis;unsafe
1;15;29;aus2;pattees;unsafe
1;15;31;aus2;ſinnajis;safe
1;15;31;aus2;ſinnajis;unsafe
1;16;1;aus2;paſļuddenajis;safe
1;16;1;aus2;paſļuddenajis;unsafe
1;16;3;aus2;wehlejis;safe
1;16;3;aus2;wehlejis;unsafe
1;16;15;aus2;rahdijis;safe
1;16;15;aus2;rahdijis;unsafe
1;16;15;aus2;Dehwis;unsafe
1;16;20;aus2;kuſtinahſẜees;unsafe
1;16;22;aus2;redſejuẜchi;safe
1;16;22;aus2;daſchereis;unsafe
1;16;25;aus2;Tallerkis;unsafe
1;16;27;aus2;daſche⸗reis;unsafe
1;16;30;aus2;ißpraſteeß;unsafe
1;17;1;aus2;daſchareis;unsafe
1;17;3;aus2;reis;unsafe
1;17;8;aus2;reis;unsafe
1;17;19;aus2;iſẜamiſẜeſẜeeß;unsafe
1;17;19;aus2;Ļaudis;unsafe
1;17;21;aus2;deteeß;unsafe
1;17;22;aus2;darrieſẜeeß;unsafe
1;17;22;aus2;noſkummis;unsafe
1;17;23;aus2;nokahris;unsafe
1;17;24;aus2;jembteeß;unsafe
1;17;25;aus2;noſkummis;unsafe
1;17;26;aus2;nomirris;unsafe
1;17;29;aus2;nopuhteeß;unsafe
1;18;2;aus2;nopuhſteeß;unsafe
1;18;6;aus2;iſẜabidameeß;unsafe
1;18;9;aus2;raͤttais;unsafe
1;18;10;aus2;Ļaudis;unsafe
1;18;11;aus2;twerrteeß;unsafe
1;18;15;aus2;blanditeeß;unsafe
1;18;19;aus2;daggajuſẜi;safe
1;18;22;aus2;mahʒais;unsafe
1;18;24;aus2;peeẜatʒijis;safe
1;18;24;aus2;peeẜatʒijis;unsafe
1;18;28;aus2;ʒehlis;unsafe
1;18;29;aus2;aisghrahbis;unsafe
1;18;29;aus2;turreteeß;unsafe
1;19;1;aus2;attghadateeß;unsafe
1;19;2;aus2;darrijis;safe
1;19;2;aus2;darrijis;unsafe
1;19;14;aus2;Ļaudis;unsafe
1;19;21;aus2;litʒis;unsafe
1;19;27;aus2;Attſtajeteeß;unsafe
1;19;28;aus2;daggajuſẜi;safe
1;20;2;aus2;nahkuſẜi;safe
1;20;6;aus2;Ļaudis;unsafe
1;20;14;aus2;Aſẜinis;unsafe
1;20;26;aus2;Ļaudis;unsafe
1;20;30;aus2;Sagglis;unsafe
1;21;1;aus2;Jahnis;unsafe
1;21;1;aus2;Jck⸗kattris;unsafe
1;21;3;aus2;attſtahteeß;unsafe
1;21;5;aus2;Ļaudis;unsafe
1;21;10;aus2;allojeeß;safe
1;21;10;aus2;allojeeß;unsafe
1;21;11;aus2;apmehditeeß;unsafe
1;21;15;aus2;Deewabijatais;unsafe
1;21;16;aus2;ee⸗preʒenajeeß;safe
1;21;16;aus2;ee⸗preʒenajeeß;unsafe
1;21;18;aus2;Ꞩoghis;unsafe
1;21;19;aus2;nahʒis;unsafe
1;21;19;aus2;Brah-lis;absolute_trash
1;21;20;aus2;nomirris;unsafe
1;21;21;aus2;ẜohlijis;safe
1;21;21;aus2;ʒehleeß;unsafe
1;21;21;aus2;ẜohlijis;unsafe
1;21;23;aus2;liexmis;unsafe
1;21;24;aus2;Brahlis;unsafe
1;21;25;aus2;ißbieteeß;unsafe
1;21;25;aus2;preeʒateeß;unsafe
1;21;26;aus2;mieļakais;unsafe
1;21;26;aus2;Brahlis;unsafe
1;21;26;aus2;Peſtitais;unsafe
1;21;27;aus2;Ꞩoghis;unsafe
1;22;4;aus2;eepreeʒenajeteeß;unsafe
1;22;8;aus2;nitʒinajis;safe
1;22;8;aus2;nitʒinajis;unsafe
1;22;9;aus2;ghribbejis;safe
1;22;9;aus2;ghribbejis;unsafe
1;22;10;aus2;ẜchiß;unsafe
1;22;10;aus2;Ꞩoghis;unsafe
1;22;14;aus2;paẜlehpteeß;unsafe
1;22;15;aus2;ghulldeteeß;unsafe
1;22;19;aus2;taißnis;unsafe
1;22;19;aus2;Ꞩoghis;unsafe
1;22;23;aus2;attſtateeß;unsafe
1;22;29;aus2;nomirris;unsafe
1;23;1;aus2;taißnis;unsafe
1;23;1;aus2;Ꞩoghis;unsafe
1;23;11;aus2;Ꞩarrghajeteeß;unsafe
1;23;16;aus2;ẜarrghateeß;unsafe
1;23;20;aus2;usturreteeß;unsafe
1;23;24;aus2;Ļaudis;unsafe
1;24;3;aus2;ẜataiẜiteeß;unsafe
1;24;3;aus2;Nacktis;unsafe
1;24;8;aus2;Siwis;unsafe
1;24;13;aus2;ſtippris;unsafe
1;24;15;aus2;apmahneteeß;unsafe
1;24;17;aus2;us⸗eeß;unsafe
1;24;19;aus2;notixeeß;unsafe
1;24;22;aus2;turrais;unsafe
1;24;24;aus2;pahr⸗eeß;unsafe
1;25;1;aus2;Sagglis;unsafe
1;25;3;aus2;attſtahſẜeeß;unsafe
1;25;6;aus2;paļauteeß;unsafe
1;25;8;aus2;ißbieteeß;unsafe
1;25;11;aus2;preeʒateeß;unsafe
1;25;12;aus2;ẜehdejis;safe
1;25;12;aus2;ẜehdejis;unsafe
1;25;18;aus2;dſirrdejuẜchi;safe
1;25;29;aus2;darrijis;safe
1;25;29;aus2;darrijis;unsafe
1;26;1;aus2;ghajeteeß;unsafe
1;26;1;aus2;Ꞩarrghajeteeß;unsafe
1;26;8;intr;Jahnis;unsafe
1;26;9;intr;Chriſtijis;safe
1;26;9;intr;Chriſtijis;unsafe
1;26;10;intr;noẜuhtijis;safe
1;26;10;intr;noẜuhtijis;unsafe
1;26;11;intr;mahʒiteeß;unsafe
1;26;12;intr;ẜohlijis;safe
1;26;12;intr;Peſtitais;unsafe
1;26;12;intr;ẜohlijis;unsafe
1;27;6;peri;mannis;unsafe
1;27;10;peri;ißghajuẜchi;safe
1;27;12;peri;ißghajuſchi;safe
1;28;1;peri;ißghajuſchi;safe
1;28;3;peri;ſchiß;unsafe
1;28;9;aus1;Peſtitais;unsafe
1;28;9;aus1;nahʒis;unsafe
1;28;10;aus1;nahʒis;unsafe
1;28;12;aus1;nahʒis;unsafe
1;28;13;aus1;parahdijeeß;safe
1;28;13;aus1;Peſtitais;unsafe
1;28;13;aus1;parahdijeeß;unsafe
1;28;16;aus1;nahʒis;unsafe
1;28;21;aus1;juẜchi;safe
1;28;21;aus1;Peſtitais;unsafe
1;28;21;aus1;nahʒis;unsafe
1;28;22;aus1;Pehteris;unsafe
1;28;27;aus1;Chriſtijis;safe
1;28;27;aus1;Chriſtijis;unsafe
1;28;28;aus1;Jahnis;unsafe
1;29;1;aus1;Peſtitais;unsafe
1;29;2;aus1;ẜchiß;unsafe
1;29;6;aus1;ẜohlijis;safe
1;29;6;aus1;ẜohlijis;unsafe
1;29;11;aus1;Jahnis;unsafe
1;29;12;aus1;Peſtitais;unsafe
1;29;13;aus1;Mahʒetais;unsafe
1;29;13;aus1;Jahnis;unsafe
1;29;16;aus1;Jahnis;unsafe
1;29;19;aus1;ẜohlijis;safe
1;29;19;aus1;ẜohlijis;unsafe
1;29;21;aus1;ſtitais;unsafe
1;29;23;aus1;mahʒiteeß;unsafe
1;29;23;aus1;Jahnis;unsafe
1;29;24;aus1;noẜuhtijis;safe
1;29;24;aus1;noẜuhtijis;unsafe
1;29;25;aus1;dabbujuẜchi;safe
1;29;27;aus1;attpeſtijis;safe
1;29;27;aus1;attpeſtijis;unsafe
1;29;30;aus2;darrijis;safe
1;29;30;aus2;darrijis;unsafe
1;29;31;aus2;noſkrehjuſẜi;safe
1;30;5;aus2;Ļaudis;unsafe
1;30;10;aus2;Jah-nis;absolute_trash
1;30;13;aus2;Jahnis;unsafe
1;30;15;aus2;ẜchiß;unsafe
1;30;16;aus2;dſiewojis;safe
1;30;16;aus2;dſiewojis;unsafe
1;30;16;aus2;aiß⸗ſkahris;unsafe
1;30;17;aus2;bijis;safe
1;30;17;aus2;bijis;unsafe
1;30;18;aus2;Klauſẜi;safe
1;30;20;aus2;Mahʒetais;unsafe
1;30;21;aus2;ẜatʒijis;safe
1;30;21;aus2;ẜatʒijis;unsafe
1;30;22;aus2;turreeß;unsafe
1;30;22;aus2;jauʒeeß;unsafe
1;30;22;aus2;Jahnis;unsafe
1;30;24;aus2;darrijis;safe
1;30;24;aus2;darrijis;unsafe
1;30;27;aus2;reis;unsafe
1;30;28;aus2;Mahʒetais;unsafe
1;30;28;aus2;ẜatʒitnis;unsafe
1;30;29;aus2;Jahnis;unsafe
1;30;30;aus2;ẜatʒijis;safe
1;30;30;aus2;ẜatʒijis;unsafe
1;30;30;aus2;Ļaudis;unsafe
1;30;31;aus2;Brahlis;unsafe
1;31;2;aus2;attkrahpis;unsafe
1;31;2;aus2;weddiß;unsafe
1;31;3;aus2;Mahʒetaiß;unsafe
1;31;7;aus2;Mahʒetais;unsafe
1;31;13;aus2;maʒaiß;unsafe
1;31;16;aus2;klauſẜi;safe
1;31;16;aus2;reijeeß;safe
1;31;16;aus2;barreeß;unsafe
1;31;16;aus2;reijeeß;unsafe
1;31;17;aus2;laͤtʒenajeeß;safe
1;31;17;aus2;kaujeeß;safe
1;31;17;aus2;laͤtʒenajeeß;unsafe
1;31;17;aus2;kaujeeß;unsafe
1;31;20;aus2;jauʒeeß;unsafe
1;31;21;aus2;waſajeeß;safe
1;31;21;aus2;Nacktis;unsafe
1;31;21;aus2;waſajeeß;unsafe
1;31;25;aus2;lauſees;safe
1;31;25;aus2;lauſees;unsafe
1;31;25;aus2;mahʒeeß;unsafe
1;31;30;aus2;tais;unsafe
1;32;1;aus2;ohtris;unsafe
1;32;2;aus2;bahrteeß;unsafe
1;32;13;aus2;Deew⸗Red-ſis;absolute_trash
1;32;14;aus2;Mais;unsafe
1;32;16;aus2;Ļaudis;unsafe
1;32;16;aus2;lickteeß;unsafe
1;32;16;aus2;mahʒiteeß;unsafe
1;32;20;aus2;rahditeeß;unsafe
1;32;24;aus2;bijuſẜi;safe
1;32;25;aus2;ick⸗kattris;unsafe
1;32;26;aus2;Ackminis;unsafe
1;33;16;aus2;Jahnis;unsafe
1;33;19;aus2;meßteeß;unsafe
1;33;23;aus2;warrejis;safe
1;33;23;aus2;warrejis;unsafe
1;33;24;aus2;Ļaudis;unsafe
1;33;27;aus2;klauſẜiteeß;unsafe
1;33;30;aus2;Mahʒais;unsafe
1;33;31;aus2;pellnijis;safe
1;33;31;aus2;nhenopellnijis;safe
1;33;31;aus2;pellnijis;unsafe
1;33;31;aus2;nhenopellnijis;unsafe
1;33;31;aus2;turre-teeß;absolute_trash
1;34;1;aus2;mahʒijis;safe
1;34;1;aus2;mahʒijis;unsafe
1;34;2;aus2;dſiewojis;safe
1;34;2;aus2;dſiewojis;unsafe
1;34;2;aus2;Ʒeetis;unsafe
1;34;2;aus2;mirris;unsafe
1;34;2;aus2;ʒehleeß;unsafe
1;34;2;aus2;ʒelleeß;unsafe
1;34;3;aus2;uskahpis;unsafe
1;34;6;aus2;Peſtitais;unsafe
1;34;7;aus2;tappis;unsafe
1;34;10;aus2;dohteeß;unsafe
1;34;11;aus2;Peſtitais;unsafe
1;34;12;aus2;toͤwis;unsafe
1;34;12;aus2;Ʒeetis;unsafe
1;34;13;aus2;pellnijis;safe
1;34;13;aus2;pellnijis;safe
1;34;13;aus2;pellnijis;unsafe
1;34;13;aus2;pellnijis;unsafe
1;34;14;aus2;pellnijis;safe
1;34;14;aus2;pellnijis;unsafe
1;34;14;aus2;dohdeeß;unsafe
1;34;16;aus2;pellnijis;safe
1;34;16;aus2;pellnijis;unsafe
1;34;21;aus2;turreeß;unsafe
1;34;22;aus2;kerreeß;unsafe
1;34;22;aus2;Dadſis;unsafe
1;34;23;aus2;Lohʒeklis;unsafe
1;34;25;aus2;noſchkirrteeß;unsafe
1;34;28;aus2;atpirʒis;unsafe
1;34;31;aus2;ẜchiß;unsafe
1;35;1;aus2;Jahnis;unsafe
1;35;3;aus2;ʒiteeß;unsafe
1;35;3;aus2;Peſtitais;unsafe
1;35;6;aus2;attſtahteeß;unsafe
1;35;12;aus2;attghreeſteeß;unsafe
1;35;20;aus2;ohtris;unsafe
1;35;23;aus2;ẜatʒijis;safe
1;35;23;aus2;ẜatʒijis;unsafe
1;35;29;aus2;Klauſẜais;unsafe
1;36;1;aus2;dauſameeß;unsafe
1;36;3;aus2;Ꞩirrds⸗Atʒis;unsafe
1;36;4;aus2;Ļaudis;unsafe
1;36;8;aus2;Atʒis;unsafe
1;36;10;aus2;mielojis;safe
1;36;10;aus2;mielojis;unsafe
1;36;11;aus2;dehwis;unsafe
1;36;22;aus2;nahʒis;unsafe
1;36;23;aus2;ſchkieſtejis;safe
1;36;23;aus2;ſchkieſtejis;unsafe
1;36;24;aus2;najis;safe
1;36;24;aus2;najis;unsafe
1;36;27;aus2;Auſẜis;unsafe
1;36;28;aus2;eelitʒis;unsafe
1;36;30;aus2;nomirruẜchi;safe
1;36;31;aus2;ʒenajis;safe
1;36;31;aus2;ʒenajis;unsafe
1;37;4;aus2;Ꞩwaͤhtais;unsafe
1;37;11;intr;Jahnis;unsafe
1;37;13;peri;Johannis;unsafe
1;38;2;peri;iſẜutijuſchi;safe
1;38;3;peri;Ballxnis;unsafe
1;38;5;peri;ẜatʒijis;safe
1;38;5;peri;ẜatʒijis;unsafe
1;38;11;peri;eghajis;safe
1;38;11;peri;eghajis;unsafe
1;38;13;peri;bijis;safe
1;38;13;peri;bijis;unsafe
1;38;14;peri;Schiß;unsafe
1;39;5;aus1;dabbujuẜchi;safe
1;39;7;aus1;Ļaudis;unsafe
1;39;9;aus1;darrijuẜchi;safe
1;39;15;aus1;Peſtitais;unsafe
1;39;16;aus1;pahr⸗rahwis;unsafe
1;39;16;aus1;nahʒis;unsafe
1;39;21;aus1;Ļaudis;unsafe
1;39;24;aus1;Peſtitais;unsafe
1;39;27;aus1;ẜchiß;unsafe
1;39;27;aus1;Jah-nis;absolute_trash
1;39;28;aus1;Ꞩchiß;unsafe
1;39;31;aus1;Labbis;unsafe
1;40;12;aus1;ghribbejuẜchi;safe
1;40;15;aus1;klauſẜiteeß;unsafe
1;40;24;aus2;iß⸗ẜuhtijuſchi;safe
1;40;25;aus2;Ꞩchiß;unsafe
1;40;25;aus2;Jahnis;unsafe
1;40;27;aus2;peedſimmis;unsafe
1;40;28;aus2;ẜatʒijis;safe
1;40;28;aus2;ẜatʒijis;unsafe
1;41;1;aus2;ẜchiß;unsafe
1;41;1;aus2;Jahnis;unsafe
1;41;2;aus2;Ļaudis;unsafe
1;41;4;aus2;Ļaudis;unsafe
1;41;5;aus2;Atʒis;unsafe
1;41;8;aus2;pawehlejis;safe
1;41;8;aus2;pawehlejis;unsafe
1;41;15;aus2;ghaidijuẜchi;safe
1;41;16;aus2;mahʒaiteeß;unsafe
1;41;17;aus2;ſchkirrteeß;unsafe
1;41;18;aus2;Ꞩchiß;unsafe
1;41;18;aus2;Jahnis;unsafe
1;41;20;aus2;Ļaudis;unsafe
1;42;14;aus2;jaukteeß;unsafe
1;42;15;aus2;labbis;unsafe
1;42;17;aus2;ckuſẜi;safe
1;42;21;aus2;labbis;unsafe
1;42;27;aus2;ſkattais;unsafe
1;42;29;aus2;Ļaudis;unsafe
1;43;5;aus2;waiʒajuẜchi;safe
1;43;8;aus2;attſchkiereeß;unsafe
1;43;9;aus2;Ļaudis;unsafe
1;43;10;aus2;darrijis;safe
1;43;10;aus2;redſejis;safe
1;43;10;aus2;darrijis;unsafe
1;43;10;aus2;redſejis;unsafe
1;43;11;aus2;apwillʒeeß;unsafe
1;43;12;aus2;leeʒeeß;unsafe
1;43;12;aus2;meeloteeß;unsafe
1;43;18;aus2;ẜohlijis;safe
1;43;18;aus2;ẜohlijis;unsafe
1;43;19;aus2;ghaidijuẜchi;safe
1;43;22;aus2;leegdameeß;unsafe
1;43;22;aus2;Jah-nis;absolute_trash
1;43;23;aus2;ghribbejis;safe
1;43;23;aus2;ẜchiß;unsafe
1;43;23;aus2;ghribbejis;unsafe
1;43;24;aus2;warrejis;safe
1;43;24;aus2;warrejis;unsafe
1;43;25;aus2;ghaidijuẜchi;safe
1;43;26;aus2;jis;trash
1;44;2;aus2;ẜatʒijis;safe
1;44;2;aus2;ẜatʒijis;unsafe
1;44;3;aus2;Jahnis;unsafe
1;44;10;aus2;pirrmais;unsafe
1;44;13;aus2;Jah-nis;absolute_trash
1;44;15;aus2;ʒijis;safe
1;44;15;aus2;ʒijis;unsafe
1;44;16;aus2;weddis;unsafe
1;44;17;aus2;pirrmais;unsafe
1;44;17;aus2;ab⸗ghehrbeeß;unsafe
1;44;18;aus2;ab⸗johſeeß;unsafe
1;44;19;aus2;Jahnis;unsafe
1;44;19;aus2;ab⸗ghehrbeeß;unsafe
1;44;20;aus2;ab⸗johſeeß;unsafe
1;44;22;aus2;Jahnis;unsafe
1;44;24;aus2;ẜchiß;unsafe
1;44;24;aus2;Jahnis;unsafe
1;44;25;aus2;ick⸗kattris;unsafe
1;44;28;aus2;Jahnis;unsafe
1;44;31;aus2;ẜuhtijuẜchi;safe
1;45;1;aus2;ẜackais;unsafe
1;45;3;aus2;ẜuhtijuẜchi;safe
1;45;4;aus2;ẜuhtijuẜchi;safe
1;45;5;aus2;Jahnis;unsafe
1;45;7;aus2;Ballxnis;unsafe
1;45;8;aus2;ẜatʒigis;unsafe
1;45;10;aus2;ẜatʒigis;unsafe
1;45;12;aus2;ẜchiß;unsafe
1;45;12;aus2;Jahnis;unsafe
1;45;18;aus2;kaunejeeß;safe
1;45;18;aus2;kaunejeeß;unsafe
1;45;23;aus2;Pehteris;unsafe
1;45;27;aus2;biedameeß;unsafe
1;45;27;aus2;Ļaudis;unsafe
1;46;4;aus2;lejis;safe
1;46;4;aus2;lejis;unsafe
1;46;7;aus2;meßteeß;unsafe
1;46;7;aus2;aisleedſis;unsafe
1;46;10;aus2;mahʒijuẜchi;safe
1;46;10;aus2;Ļau-dis;absolute_trash
1;46;12;aus2;biedameeß;unsafe
1;46;24;aus2;Ꞩchiß;unsafe
1;46;24;aus2;Jahnis;unsafe
1;46;30;aus2;dehwis;unsafe
1;46;30;aus2;Ballxnis;unsafe
1;46;31;aus2;dohdeeß;unsafe
1;47;5;aus2;nolaiſteeß;unsafe
1;47;12;aus2;ſaͤmmojeeß;safe
1;47;12;aus2;toͤwis;unsafe
1;47;12;aus2;ſaͤmmojeeß;unsafe
1;47;13;aus2;usjehmeeß;unsafe
1;47;13;aus2;meſteeß;unsafe
1;47;14;aus2;ſaͤmmojeteeß;unsafe
1;47;17;aus2;teris;unsafe
1;47;23;aus2;puẜchi;safe
1;47;23;aus2;ickkattris;unsafe
1;47;26;aus2;pa⸗ẜehrſteeß;unsafe
1;47;28;aus2;pee⸗willeeß;unsafe
1;47;29;aus2;teickteeß;unsafe
1;47;30;aus2;ʒeklis;unsafe
1;48;1;aus2;mahʒiteeß;unsafe
1;48;2;aus2;jehmis;unsafe
1;48;4;aus2;Ļaudis;unsafe
1;48;10;aus2;toͤwis;unsafe
1;48;10;aus2;tappis;unsafe
1;48;12;aus2;wiſẜomilais;unsafe
1;48;13;aus2;Darreeß;unsafe
1;48;14;aus2;Paduſẜehteeß;unsafe
1;48;16;aus2;toͤwis;unsafe
1;49;6;peri;Baußlis;unsafe
1;49;10;peri;Ꞩoghis;unsafe
1;49;11;peri;ickkattris;unsafe
1;49;12;peri;kattris;unsafe
1;50;5;peri;weßtees;unsafe
1;50;6;peri;Autis;unsafe
1;50;12;peri;byſtatees;unsafe
1;50;15;peri;ſtitais;unsafe
1;50;15;peri;peedſimmis;unsafe
1;50;16;peri;jemmeetees;unsafe
1;51;3;aus1;ẜuhtijis;safe
1;51;3;aus1;ẜuhtijis;unsafe
1;51;4;aus1;dehwis;unsafe
1;51;6;aus1;peſtijuẜchi;safe
1;51;6;aus1;ẜuhtijis;safe
1;51;6;aus1;eeſchkingkojis;safe
1;51;6;aus1;ẜuhtijis;unsafe
1;51;6;aus1;eeſchkingkojis;unsafe
1;51;9;aus1;mieļojis;safe
1;51;9;aus1;mieļojis;unsafe
1;51;11;aus1;duẜchi;safe
1;51;13;aus1;eeſchkingkojis;safe
1;51;13;aus1;eeſchkingkojis;unsafe
1;51;14;aus1;ſchkingkojis;safe
1;51;14;aus1;ſchkingkojis;unsafe
1;51;23;aus1;ẜaghajuẜchi;safe
1;51;26;aus1;jemmteeß;unsafe
1;51;28;aus1;preeʒajeeß;safe
1;51;28;aus1;preeʒajeeß;unsafe
1;51;29;aus1;Juhris;unsafe
1;52;3;aus1;liexmis;unsafe
1;52;5;aus1;jehmeeß;unsafe
1;52;6;aus1;dſimmis;unsafe
1;52;8;aus1;ẜuhtijis;safe
1;52;8;aus1;ẜuhtijis;unsafe
1;52;8;aus1;jehmees;unsafe
1;52;11;aus1;peedſimmis;unsafe
1;52;13;aus1;ẜchiß;unsafe
1;52;14;aus1;peedſimmis;unsafe
1;52;15;aus1;paẜluddenajis;safe
1;52;15;aus1;paẜluddenajis;unsafe
1;52;16;aus1;bieſtatees;unsafe
1;52;18;aus1;Peſtitais;unsafe
1;52;18;aus1;peedſimmis;unsafe
1;52;19;aus1;jemmeetees;unsafe
1;52;21;aus1;ẜatʒijis;safe
1;52;21;aus1;ẜatʒijis;unsafe
1;52;30;aus1;mojis;safe
1;52;30;aus1;pa⸗wehlejis;safe
1;52;30;aus1;mojis;unsafe
1;52;30;aus1;pa⸗wehlejis;unsafe
1;53;7;aus2;wiß⸗dahrghakais;unsafe
1;53;13;aus2;paſudduẜchi;safe
1;53;14;aus2;ẜuhtijis;safe
1;53;14;aus2;ẜuhtijis;unsafe
1;53;16;aus2;neſẜis;unsafe
1;53;17;aus2;redſeteeß;unsafe
1;53;21;aus2;Preddigkis;unsafe
1;53;24;aus2;klauſẜaiteeß;unsafe
1;53;25;aus2;Peſtitais;unsafe
1;53;25;aus2;peedſimmis;unsafe
1;53;28;aus2;Ļaudis;unsafe
1;54;4;aus2;brienodameeß;unsafe
1;54;5;aus2;Radditais;unsafe
