part;page;line;match;Kommentar;subpart;obliqua
3;18;20;dſiewojiß;;aus2;0
3;19;9;nobahlejiß;;aus2;0
3;19;17;ʒeetis;prs.3.;aus2;0
3;19;25;ʒeetuẜchi;prs.3.;aus2;0
3;19;26;ʒeetuẜchi;;aus2;0
3;19;30;ißdſehris;prs.3.;aus2;0
3;20;4;pellnijuẜchi;prs.3.;aus2;0
3;20;6;nhenoſeedſis;;aus2;0
3;20;9;nomaxajiß;prs.3.;aus2;0
3;20;11;darrijiß;;aus2;0
3;20;14;noſkummuſẜi;prs.3.;aus2;0
3;20;18;bi-jiß;;aus2;0
3;20;19;paliedſejiß;;aus2;0
3;20;23;darrijiß;prs.3.;aus2;0
3;21;12;bijis;prs.3.;aus2;0
3;21;19;darrijis;;aus2;0
3;21;23;neſẜis;;aus2;0
3;21;24;krahjis;;aus2;0
3;21;28;laupijis;prs.3.;aus2;0
3;21;30;ʒeetis;prs.3.;aus2;0
3;22;4;tappuẜchi;;aus2;0
3;22;8;ẜalieʒis;;aus2;0
3;22;9;noſkummis;;aus2;0
3;22;13;ſpeeduẜi;;aus2;0
3;22;18;attneſẜis;;aus2;0
3;22;20;noẜautʒis;prt.3.;aus2;0
3;23;16;raddijis;prs.3.;aus2;0
3;23;26;ẜaẜittis;;aus2;0
3;23;27;mettis;;aus2;0
3;23;29;ʒeetis;prs.3.;aus2;0
3;24;2;pee⸗litʒis;;aus2;0
3;24;3;raxtijis;prs.3.;aus2;0
3;24;9;notitʒis;;aus2;0
3;24;10;pahrghahjuẜchas;;aus2;0
3;24;15;padarrijuẜchi;;aus2;0
3;24;16;dſehris;;aus2;0
3;24;17;ʒeetis;prs.3.;aus2;0
3;24;21;noſkummuſẜi;prs.3.;aus2;0
3;24;25;attpeſtijis;;aus2;0
3;24;28;ʒeetis;prs.3.;aus2;0
3;24;30;redſejuẜchi;;aus2;0
3;24;31;neſẜis;prs.3.;aus2;0
3;25;7;bijuẜchi;;aus2;0
3;25;10;peedſimmis;;aus2;0
3;25;14;peedſimmis;;aus2;0
3;25;18;noſkummuſẜi;mr;aus2;0
3;25;19;aptauſtijuẜchi;;aus2;0
3;25;19;redſejuẜchi;;aus2;0
3;26;7;ẜatʒijis;prt.3.;aus2;0
3;26;13;ißtetʒejuſchas;;aus2;0
3;26;13;Auẜi;;aus2;0
3;26;21;ißghahjis;;aus2;0
3;26;23;usjehmeeß;;aus2;0
3;26;24;nobeidſis;;aus2;0
3;27;2;ʒeetis;prs.3.;aus2;0
3;27;4;juttis;;aus2;0
3;27;6;ẜwiediß;;aus2;0
3;27;7;ʒeetis;cnd;aus2;0
3;27;16;ʒeetis;prs.3.;aus2;0
3;27;20;notitʒis;;aus2;0
3;27;21;ʒeetis;;aus2;0
3;27;22;noſeedſis;;aus2;0
3;28;2;darrijis;cnd;aus2;0
3;28;24;pahr⸗ghallwis;;aus2;0
3;28;28;ẜarrghajeeß;imp;aus2;0
3;28;30;litʒis;;aus2;0
3;29;14;dſirrdejis;;aus2;0
3;29;15;notitʒis;;aus2;0
3;29;20;apkaitenajis;2.sg.prs.;aus2;0
3;29;28;majis;;aus2;0
3;29;28;apraudajiß;2.sg.prs.;aus2;0
3;30;1;pellnijiß;;aus2;0
3;30;2;noſkum̃is;2.sg.prs.;aus2;0
3;30;7;nomaxajiß;;aus2;0
3;30;9;attghadajeeß;imp?;aus2;0
3;30;18;noſeedſis;;aus2;0
3;30;19;ʒeetis;;aus2;0
3;30;20;nomaxajiß;;aus2;0
3;31;2;ʒeetis;prs.3.;aus2;0
3;31;20;noſkummis;prs.1.sg.;aus2;0
3;31;31;notitʒis;;aus2;0
3;32;1;ʒerrejiß;prs.3.;aus2;0
3;32;3;tʒis;prs.3.;aus2;0
3;32;4;peeẜauʒis;prs.3.;aus2;0
3;32;19;notitʒis;;intr;0
3;33;13;ʒejuſchees;prt.3.;peri;0
3;33;25;kuhruſchi;;peri;0
3;34;15;mahʒijis;;peri;1
3;34;16;mahʒijis;;peri;1
3;34;18;najis;;peri;1
3;34;19;dſirrdejuſchi;prs.3.;peri;1
3;34;19;runnajis;;peri;1
3;34;20;ẜatʒijis;prs.1.sg.;peri;1
3;34;25;runnajis;;peri;1
3;35;1;najiß;;peri;1
3;35;2;noẜuhtijis;;peri;0
3;35;20;ʒirrtis;prt.3.;peri;0
3;35;26;ẜatʒijiß;prt.3.;peri;0
3;36;12;dſirrdejuẜchi;prs.1.sg.;peri;1
3;37;7;ſaimojiß;;peri;1
3;37;9;dſirrdejuſchi;;peri;1
3;37;11;nopellnijiß;;peri;1
3;38;9;dſirrdejuſchi;;peri;1
3;38;13;darrijis;prs.3.;aus1;0
3;38;17;peſtijis;;aus1;0
3;38;19;rijis;prs.3.;aus1;0
3;39;4;pabaͤhghuẜchi;;aus2;0
3;39;4;attſtahjuẜchi;prt.3.;aus2;0
3;39;13;runnajis;;aus2;0
3;39;14;wejis;prs.3.;aus2;0
3;39;22;dehwis;;aus2;0
3;39;24;ʒehliß;;aus2;0
3;40;5;tappuẜchi;;aus2;0
3;40;8;ee⸗wieluẜcheeß;;aus2;0
3;40;8;eepirrkuẜcheeß;;aus2;0
3;40;11;walldijuẜchi;;aus2;0
3;40;17;dehwis;;aus2;0
3;40;21;ẜatʒijis;;aus2;0
3;40;26;najis;;aus2;0
3;41;4;ẜajaͤhmuẜchi;;aus2;0
3;41;4;ẜehjuẜchi;;aus2;0
3;41;5;darrijis;;aus2;0
3;41;8;wellʒeeß;;aus2;0
3;41;10;krahjeeß;;aus2;0
3;41;13;noraudſijeeß;;aus2;0
3;41;16;dabbujis;;aus2;0
3;41;16;uswehlejis;;aus2;0
3;41;18;mahʒijuẜchi;prs.3.;aus2;0
3;41;19;pa⸗wehlejis;;aus2;0
3;41;24;baͤhghuẜchi;;aus2;0
3;41;30;mahʒijis;;aus2;0
3;41;31;runnajis;;aus2;0
3;42;2;ghajis;;aus2;0
3;42;3;mahʒijis;;aus2;0
3;42;3;dſirrdejis;;aus2;0
3;42;4;bijis;;aus2;0
3;42;5;dſirrdejis;;aus2;0
3;42;8;mahʒijis;prs.3.;aus2;0
3;42;12;dſirrdejuẜchi;prs.3.;aus2;0
3;42;12;runnajis;prs.1.sg.;aus2;0
3;42;13;ẜatʒijis;prs.1.sg.;aus2;0
3;42;15;iß⸗ẜuhtijuẜchi;;aus2;0
3;42;16;aismirrẜis;;aus2;0
3;42;17;dſirrdejuẜchi;;aus2;0
3;42;18;ʒijis;prs.1.sg.;aus2;0
3;42;24;krittis;;aus2;0
3;42;25;darrijis;;aus2;0
3;42;28;ee⸗juhʒis;2.sg.prs.;aus2;0
3;43;1;runnajis;;aus2;0
3;43;3;runnajis;;aus2;0
3;43;4;dſirrdejis;;aus2;0
3;43;7;pahr⸗ẜunnijis;cnd;aus2;0
3;43;8;pawehlejis;prt.3.;aus2;0
3;43;9;ẜatʒijis;;aus2;0
3;43;13;jaͤmuẜcheeß;;aus2;0
3;43;19;bijuẜchas;;aus2;0
3;43;29;dſirrdejuẜchi;;aus2;0
3;44;3;dſirrdejuẜchi;;aus2;0
3;44;12;darrijuẜchi;prt.3.;aus2;0
3;44;21;ẜatʒijis;;aus2;0
3;44;25;ẜatʒijis;;aus2;0
3;45;18;metteeß;;aus2;0
3;45;22;warrejiß;;aus2;0
3;45;24;usrunnajiß;;aus2;0
3;45;26;warrejiß;;aus2;0
3;46;1;najeeß;;aus2;0
3;46;2;ẜatʒijuẜchi;;aus2;0
3;46;4;Aprunna-jeeß;;aus2;0
3;46;5;ẜowis;;aus2;0
3;46;7;nahʒis;;aus2;0
3;46;21;peelippuẜchi;;aus2;0
3;46;25;aisleeʒis;prt.3.;aus2;0
3;46;30;ſaimo-jiß;;aus2;0
3;47;3;jehmis;;aus2;0
3;47;5;dſirrdejuẜchi;;aus2;0
3;47;6;pellnijiß;;aus2;0
3;47;8;nijiß;;aus2;0
3;47;9;nonaͤſẜuſchi;;aus2;0
3;47;20;litʒeeß;;aus2;0
3;47;27;ʒaͤhluẜcheeß;;aus2;0
3;48;14;dſirrdejuẜchi;;aus2;0
3;48;15;notitʒeeß;;aus2;0
3;48;16;litʒis;;aus2;0
3;48;17;notitʒis;;aus2;0
3;48;21;attſtahjis;;aus2;0
3;48;27;darrijuẜchi;prs.3.;aus2;0
3;48;28;ẜatʒijis;prs.3.;aus2;0
3;49;9;ſeedſis;;aus2;0
3;49;11;dſirrdejuẜchi;prs.1.sg.;aus2;0
3;49;25;dſiewojuẜchi;prs.3.;aus2;0
3;49;26;nopellnijis;prs.3.;aus2;0
3;49;27;dehwis;prs.3.;aus2;0
3;49;30;dabbujis;prs.3.;aus2;0
3;50;7;ʒeetis;prs.3.;aus2;0
3;50;8;ʒeetis;prs.3.;aus2;0
3;50;11;ẜahpejis;;aus2;0
3;50;20;runnajuẜchi;prs.3.;aus2;0
3;50;27;pellnijis;;aus2;0
3;51;6;ʒee-tis;;aus2;0
3;51;10;ißghahjis;;aus2;0
3;51;12;ẜweedis;;aus2;0
3;51;18;bijuſẜi;;aus2;0
3;51;19;notitʒis;;aus2;0
3;51;19;ʒeetiß;prs.3.;aus2;0
3;51;21;bijuẜcheeß;;aus2;0
3;51;22;pellnijis;prt.3.;aus2;0
3;51;26;nopirrkuẜchi;prt.3.;aus2;0
3;51;28;waͤdduẜchi;;aus2;0
3;51;31;raddijis;;aus2;0
3;52;1;dehwis;;aus2;0
3;52;2;ißtaiẜijis;;aus2;0
3;52;9;ẜataiẜijis;prs.3.;aus2;0
3;52;15;maͤlojis;prt.3.;aus2;0
3;52;22;ee⸗ʒehlis;prs.3.;aus2;0
3;52;26;redſejis;;aus2;0
3;52;29;ʒijeeß;;aus2;0
3;54;2;darrijuẜchi;prs.1.sg.;aus2;0
3;54;6;ee⸗waͤdduẜchi;prs.1.sg.;aus2;0
3;54;8;darrijis;;aus2;0
3;54;9;darrijis;;aus2;0
3;54;17;usraiẜijis;;aus2;0
3;54;23;najuẜchi;;aus2;0
3;54;25;ẜcheeß;;aus2;0
3;54;26;paſuddis;;aus2;0
3;54;28;peedſim-mis;;aus2;0
3;54;31;dabbujis;;aus2;0
3;55;12;jehmis;;aus2;0
3;55;15;ẜarauſtijis;;aus2;0
3;55;24;pellnijuẜchi;;aus2;0
3;56;6;tehrſejuẜchi;;aus2;0
3;56;12;ẜaukuẜchi;;aus2;0
3;56;16;bijis;;aus2;0
3;56;20;nhenopellnijis;;aus2;0
3;56;24;nopellnijis;;aus2;0
3;56;28;mirris;prs.3.;aus2;0
3;56;31;ẜpeedeeß;;aus2;0
3;57;5;noſeedſis;;aus2;0
3;57;7;rijuẜchi;;aus2;0
3;57;11;ußmohdis;;aus2;0
3;57;12;nopellnijis;;aus2;0
3;57;19;pa⸗ẜlehpis;;aus2;0
3;58;1;ẜarrghajeeß;imp;aus2;0
3;59;14;kuhruẜchi;;peri;0
3;60;17;noʒirrtis;prt.3.;peri;0
3;60;24;ẜatʒijiß;prt.3.;peri;0
3;61;14;peedſehreeß;;aus1;0
3;61;15;jauʒeeß;;aus1;0
3;61;15;ʒehlis;;aus1;0
3;61;16;eeghribbejeeß;;aus1;0
3;61;17;litʒis;;aus1;0
3;61;22;attraddis;prs.3.;aus1;0
3;62;13;ẜaghajuſẜi;prt.3.;aus1;0
3;62;17;kuhruẜcheeß;;aus1;0
3;63;4;bijis;;aus1;0
3;63;5;dſimmis;;aus1;0
3;63;6;redſejis;;aus1;0
3;63;7;darrijis;;aus1;0
3;63;8;mahʒeeß;cnd;aus1;0
3;63;9;notitʒis;;aus1;0
3;63;14;warrejis;;aus1;0
3;63;17;deh-wis;prt.3.;aus1;0
3;64;3;ẜatʒijis;prt.3.;aus1;0
3;64;15;noʒirrtis;;aus1;0
3;64;22;lahdejiß;prs.3.;aus1;0
3;64;23;ẜatʒijis;;aus1;0
3;64;28;lickuẜcheeß;;aus1;0
3;64;30;attſtahjuẜchi;;aus1;0
3;64;31;redſejis;;aus1;0
3;64;32;dabbujiß;;aus1;0
3;65;3;iß⸗ẜatʒijis;prt.3.;aus1;0
3;65;27;warrejis;;aus1;0
3;65;28;mieļojis;;aus1;0
3;65;28;mieļajis;;aus1;0
3;66;11;darrijuſchi;prs.3.;aus1;0
3;66;12;jauʒeeß;;aus1;0
3;66;19;leelijeeß;;aus1;0
3;66;20;minneeß;;aus1;0
3;66;30;dſirrdejuẜchi;;aus1;0
3;66;31;ghraͤkojis;;aus1;0
3;67;2;dabbujis;prs.3.;aus1;0
3;67;8;ẜahpehjuſẜi;;aus1;0
3;67;19;dſeedajuẜchi;;aus1;0
3;67;20;ee⸗ghahdajeeß;cnd;aus1;0
3;67;21;jis;;aus1;0
3;67;23;ẜatʒijis;prt.3.;aus1;0
3;67;25;ee⸗ghahdejeeß;;aus1;0
3;67;25;attminnejeeß;;aus1;0
3;67;27;dſirrdejis;;aus1;0
3;68;3;darrijis;;aus1;0
3;68;10;ẜatʒijis;;aus1;0
3;68;13;ẜohlijis;prt.3.;aus1;0
3;68;16;kļuiß;;aus1;0
3;68;17;adſin-nis;;aus1;0
3;68;17;teiʒis;;aus1;0
3;68;17;aisleedſis;prt.3.;aus1;0
3;68;19;luhdſis;;aus1;0
3;68;20;ẜatʒijis;;aus1;0
3;68;23;ghraͤkojis;;aus1;0
3;68;23;darrijis;;aus1;0
3;68;24;bijis;;aus1;0
3;68;28;nopellnijis;;aus1;0
3;68;30;ʒehlis;2.sg.prs.;aus1;0
3;69;11;ſtrahdajis;;aus1;0
3;69;12;kluſẜenajis;;aus1;0
3;69;16;kļuiß;prs.3.;aus1;0
3;69;23;ee⸗krittis;;aus1;0
3;70;8;ee⸗kohdenajiß;;aus1;0
3;70;11;paghajuſẜi;prs.3.;aus1;0
3;70;11;attnakuſẜi;;aus1;0
3;70;20;pawehlejiß;;aus1;0
3;71;4;Attſtahjeeß;;aus1;0
3;71;5;attſtajeeß;imp;aus1;0
3;71;12;ghraͤkojuẜchi;prs.1.sg.;aus1;0
3;71;15;ghraͤkojuẜchi;;aus1;0
3;71;16;noſeeghuẜchi;prs.1.pl.;aus1;0
3;72;5;Attghreeſeeß;imp;aus1;0
3;72;8;ghraͤkojiß;;aus1;0
3;72;9;noſeedſis;2.sg.prs.;aus1;0
3;73;3;darrijis;;aus1;0
3;73;5;ghraͤkojis;2.sg.prs.;aus1;0
3;73;5;apkaitenajis;;aus1;0
3;73;5;mittejeeß;imp;aus1;0
3;73;6;ſtahjeeß;imp;aus1;0
3;73;11;barreeß;;aus1;0
3;73;13;lejis;;aus1;0
3;73;24;attſtahjeeß;imp?;aus1;0
3;73;25;wejeeß;imp;aus1;0
3;74;21;ghraͤkojis;;aus1;0
3;74;26;apkaitenajis;2.sg.prs.;aus1;0
3;74;27;Apdohma-jeeß;;aus1;0
3;74;27;pamettiß;;aus1;0
3;74;29;pellnijis;;aus1;0
3;75;9;rijis;;aus1;0
3;75;12;Betruͤbniß;;aus1;0
3;75;16;bijis;;aus1;0
3;75;17;bijuẜchi;;aus1;0
3;75;31;darrijis;;aus1;0
3;75;31;ghraͤkojis;;aus1;0
3;75;32;apkaitenajis;;aus1;0
3;76;2;ẜohlijis;prs.3.;aus1;0
3;76;7;bijuẜchi;;aus1;0
3;76;11;iß⸗ſteepis;;aus1;0
3;76;11;litʒis;;aus1;0
3;76;20;nahʒis;prs.3.;aus1;0
3;76;21;paſuddis;prt.3.;aus1;0
3;76;23;nahʒis;;aus1;0
3;77;3;redſejis;;aus1;0
3;77;5;ghraͤkojis;;aus1;0
3;77;7;dehwis;;aus1;0
3;77;9;kallpojiß;2.sg.prs.;aus1;0
3;77;12;dſeedenajis;;aus1;0
3;77;13;tappis;;aus1;0
3;77;19;nopellnijis;;aus1;0
3;77;27;jis;;aus1;0
3;77;30;noſeedſis;;aus1;0
3;78;2;jis;prs.3.;aus1;0
3;78;20;notitʒis;;intr;0
3;79;7;peewielis;prt.3.;peri;0
3;79;11;darrijiß;;peri;1
3;79;12;peewielis;prs.1.sg.;peri;1
3;79;15;ſprahdſis;;peri;0
3;79;16;ißkrattijiß;;peri;0
3;80;4;jaͤhmuſchi;prs.3.;peri;1
3;80;7;daͤwuſchi;;peri;1
3;80;8;pawehlejis;prs.3.;peri;1
3;80;15;nodaͤwuſſchi;;peri;1
3;81;4;ẜatʒijuſchi;;peri;1
3;81;7;nodaͤwuſſchi;;peri;1
3;81;7;darrijiß;;peri;1
3;81;15;peedſimmis;;peri;1
3;81;18;ẜatʒijis;;peri;0
3;82;3;usrunnajis;;peri;1
3;82;3;mahʒijis;prs.3.;peri;1
3;82;5;eeẜahʒis;;peri;1
3;82;13;dſirrdejis;;peri;0
3;82;26;attwaͤdduſchi;;peri;1
3;83;2;noklauſẜijis;;peri;1
3;83;5;noẜuhtijis;;peri;1
3;83;6;rejuſchi;;peri;1
3;83;7;nopellnijis;;peri;1
3;83;17;nokah-wis;prt.3.;peri;0
3;83;19;ẜapullʒejuſcheeß;prt.3.;peri;0
3;83;20;eejuhkuſchi;imp.2.pl.;peri;1
3;83;24;nodaͤwuſchi;prt.3.;peri;0
3;84;1;bojeeß;imp;peri;1
3;84;2;ʒeetuſẜi;;peri;1
3;84;15;darrijis;;peri;1
3;85;24;darrijees;;peri;1
3;86;7;nodewis;;peri;1
3;87;13;dſirrdejuẜchi;;aus1;0
3;87;17;juẜchi;;aus1;0
3;87;18;notitʒiß;;aus1;0
3;87;23;notitʒis;;aus1;0
3;88;3;ʒehleeß;;aus2;0
3;88;4;jis;;aus2;0
3;88;5;weddis;;aus2;0
3;88;6;nodewis;prs.3.;aus2;0
3;88;7;iß⸗ẜatʒijeeß;prt.3.;aus2;0
3;88;13;usjaͤhmuẜchi;;aus2;0
3;88;13;uswahrejuẜchi;;aus2;0
3;88;25;attradduẜchi;prs.3.;aus2;0
3;88;28;nahkuẜchi;;aus2;0
3;89;2;ʒehleeß;;aus2;0
3;89;8;ẜanahkuẜchi;;aus2;0
3;89;13;nodaͤwuſſchi;;aus2;0
3;89;15;jaͤhmuẜchi;;aus2;0
3;89;30;ẜakampuẜchi;;aus2;0
3;89;31;nokahwuẜchi;;aus2;0
3;90;1;nomahkuẜchi;prt.3.;aus2;0
3;90;5;attghahjis;;aus2;0
3;90;6;jis;;aus2;0
3;90;14;runnajis;;aus2;0
3;90;15;jis;;aus2;0
3;90;19;Ꞩo-jiß;;aus2;0
3;90;21;ghraͤkojiß;;aus2;0
3;90;28;palickuſẜi;;aus2;0
3;90;29;padaͤwuẜeeß;;aus2;0
3;90;31;attwehlejiß;prs.3.;aus2;0
3;91;5;noſeedſis;;aus2;0
3;91;12;nahʒis;;aus2;0
3;91;27;ẜatʒijeeß;;aus2;0
3;92;1;dſirrdejis;;aus2;0
3;92;13;ẜatʒijuẜchi;;aus2;0
3;92;17;ẜohlijiß;;aus2;0
3;92;22;nodawuẜchi;;aus2;0
3;92;22;darrijis;;aus2;0
3;93;8;ẜajaͤhmuẜchi;;aus2;0
3;93;9;nodaͤwuẜchi;;aus2;0
3;93;10;darrijiß;;aus2;0
3;93;11;dſirrdejis;;aus2;0
3;93;16;peedſimmis;;aus2;0
3;93;19;ißklieduẜchi;;aus2;0
3;94;1;leelijeeß;;aus2;0
3;94;5;ẜatʒijis;;aus2;0
3;94;16;Semmes⸗Ꞩohjis;;aus2;0
3;94;17;adbilldejis;;aus2;0
3;94;19;usrunnajis;;aus2;0
3;94;20;mahʒijis;prs.3.;aus2;0
3;94;21;ee⸗ſahʒis;;aus2;0
3;94;22;dſirrdejis;;aus2;0
3;94;24;ẜijeeß;;aus2;0
3;94;28;ee⸗kiewejuẜcheeß;prt.3.;aus2;0
3;95;3;jis;;aus2;0
3;95;6;tappis;;aus2;0
3;95;9;ghribbejuẜchi;;aus2;0
3;95;13;bijuẜchas;;aus2;0
3;95;29;dabbujis;;aus2;0
3;96;4;dſirrdejis;;aus2;0
3;96;5;noklausẜijis;;aus2;0
3;96;8;noẜuhtijis;;aus2;0
3;96;9;darrijis;;aus2;0
3;96;10;warrejuẜchi;;aus2;0
3;96;11;nopellnijis;;aus2;0
3;96;15;pa⸗titʒis;;aus2;0
3;96;17;patitʒis;;aus2;0
3;96;22;darrijis;;aus2;0
3;96;28;eejuhkuẜchi;;aus2;0
3;96;29;noſeedſis;;aus2;0
3;97;7;ißweddis;;aus2;0
3;97;9;dohmajuẜcheeß;;aus2;0
3;97;21;pellnijis;;aus2;0
3;97;22;eejuhkuẜchi;imp.2.pl.;aus2;0
3;97;25;nopellnijiß;;aus2;0
3;97;26;apẜuhdſejuẜchi;;aus2;0
3;97;30;darrbojeeß;imp;aus2;0
3;97;31;ʒeetuſẜi;;aus2;0
3;98;18;darrijis;;aus2;0
3;98;20;darrijis;;aus2;0
3;98;26;us⸗wahrejuſẜi;;aus2;0
3;98;30;iß⸗allkuẜchi;;aus2;0
3;99;6;pa⸗mirris;;aus2;0
3;99;12;pellnijis;;aus2;0
3;99;16;arruẜchi;;aus2;0
3;99;17;dſinnuẜchi;;aus2;0
3;99;18;noſtrahdajuẜchi;;aus2;0
3;99;21;maxajis;;aus2;0
3;99;22;ghullejis;;aus2;0
3;99;24;us⸗met-teeß;;aus2;0
3;99;26;apghehrbis;prt.3.;aus2;0
3;100;2;peſtijis;prs.3.;aus2;0
3;100;3;noſkummuſẜi;;aus2;0
3;100;10;ißluhkojeeß;2.sg.?;aus2;0
3;100;17;darrijis;;aus2;0
3;100;25;Jßghajis;;aus2;0
3;100;27;attraddis;;aus2;0
3;101;6;darrijis;;aus2;0
3;101;11;apſkaitis;;aus2;0
3;101;15;aisleedſis;;aus2;0
3;101;20;darrijeeß;;aus2;0
3;101;22;darrijeeß;;aus2;0
3;101;22;us⸗metteeß;;aus2;0
3;101;24;najis;;aus2;0
3;101;31;noſpre-dis;;aus2;0
3;102;2;bijuſchi;;aus2;0
3;102;4;iß⸗metteeß;;aus2;0
3;102;20;dehwis;;aus2;0
3;102;21;nahxeeß;;aus2;0
3;102;24;ißmanneeß;;aus2;0
3;102;28;attraddis;;aus2;0
3;103;17;jaͤmuẜchi;;aus2;0
3;103;17;apraxtijuẜchi;prs.3.;aus2;0
3;103;19;neſẜis;;aus2;0
3;103;26;lickuẜchi;;aus2;0
3;103;29;warrejuẜchi;;aus2;0
3;103;31;nahʒis;;aus2;0
3;104;7;teitʒis;;aus2;0
3;104;16;wehlejuſchi;prt.3.;aus2;0
3;104;17;paghajuẜchi;prt.3.;aus2;0
3;104;26;notitʒis;;aus2;0
3;104;27;ẜatʒijiß;;aus2;0
3;104;30;apraxtijiß;;aus2;0
3;105;1;apſtajuẜchi;;aus2;0
3;105;2;apdaͤwuſcheeß;;aus2;0
3;105;4;apſtajuſchi;;aus2;0
3;105;5;deweeß;;aus2;0
3;105;8;ʒee-tis;;aus2;0
3;105;13;paẜlehpis;prs.3.;aus2;0
3;105;15;rejis;;aus2;0
3;105;17;ee⸗jaͤmuẜcheeß;;aus2;0
3;105;19;ẜakrajuẜcheeß;prs.3.;aus2;0
3;105;20;ẜwaidijiß;2.sg.prs.;aus2;0
3;105;26;apraxtijiß;;aus2;0
3;106;3;ʒeetis;prs.3.;aus2;0
3;106;4;ẜatʒijiß;prt.3.;aus2;0
3;106;6;ʒeetis;?;aus2;0
3;106;7;nopellnijiß;prt.3.;aus2;0
3;106;8;pellnijiß;;aus2;0
3;106;13;attpeſti-jiß;;aus2;0
3;106;13;brehʒis;;aus2;0
3;106;14;bijiß;;aus2;0
3;106;15;juſẜi;;aus2;0
3;106;17;bijiß;;aus2;0
3;106;19;dſiewojiß;prs.3.;aus2;0
3;106;26;dſimmis;;aus2;0
3;106;30;bijiß;;aus2;0
3;106;31;bijiß;;aus2;0
3;107;12;dſiewojiß;;aus2;0
3;107;17;klauſẜijeeß;;aus2;0
3;107;20;apnitʒis;;aus2;0
3;107;24;notitʒis;;aus2;0
3;107;28;attradis;;aus2;0
3;107;30;darrijis;;aus2;0
3;108;2;darrijis;;aus2;0
3;108;22;noſeeghuẜchi;;aus2;0
3;108;23;peedſimmuẜchi;;aus2;0
3;108;24;darrijuẜchi;;aus2;0
3;108;26;aughuẜchi;;aus2;0
3;108;27;kļuuẜchi;;aus2;0
3;108;28;ẜa⸗twaͤruẜchi;;aus2;0
3;109;3;nomaxajis;;aus2;0
3;109;4;ẜuhtijis;;aus2;0
3;109;14;attpeſtijis;;aus2;0
3;109;20;ißlehjis;;aus2;0
3;109;28;nolaidis;;aus2;0
3;109;31;litʒiß;;aus2;0
3;110;16;aisjaͤhmuẜchi;;aus2;0
3;110;24;iß⸗lehjis;prs.3.;aus2;0
3;110;30;eeghajis;;aus2;0
3;110;31;rahdijeeß;;aus2;0
3;111;2;warrejuẜchi;;aus2;0
3;111;8;pellnijeeß;;aus2;0
3;111;11;ſchaͤlojis;prs.3.;aus2;0
3;111;14;ißlehjis;;aus2;0
3;111;19;ißlehjuẜchi;;aus2;0
3;111;26;pellni-jiß;prs.3.;aus2;0
3;111;28;darrijis;;aus2;0
3;112;2;darrijis;;aus2;0
3;112;3;ißſpaidijis;prs.3.;aus2;0
3;112;8;dſiewojuẜchi;prs.1.sg.;aus2;0
3;112;10;Darrijuẜchi;;aus2;0
3;112;28;iß⸗kņahpajuẜchi;;aus2;0
3;113;5;ißpillinajiß;;aus2;0
3;113;5;leetin⸗ißlehjiß;;aus2;0
3;113;5;leetim⸗ißlehjiß;;aus2;0
3;113;21;mieļojis;;aus2;0
3;113;21;maſghajis;;aus2;0
3;113;23;darrijiß;;aus2;0
3;113;27;peſtijiß;;aus2;0
3;113;29;abẜmehjuẜchi;;aus2;0
3;113;30;kuhluẜchi;;aus2;0
3;113;30;kleekuẜchi;;aus2;0
3;114;2;attpeſtijiß;;aus2;0
3;114;3;eeʒehlis;;aus2;0
3;114;5;nopellnijiß;;aus2;0
3;114;24;ẜarrghajeeß;imp;aus2;0
3;114;25;dußmojis;;aus2;0
3;114;29;notitʒis;;aus2;0
3;114;31;attſtahjeeß;imp;aus2;0
3;115;5;apſchaͤlojeeß;imp;aus2;0
3;115;6;Ee⸗jemmeeß;imp;aus2;0
3;115;7;ghraͤkojis;;aus2;0
3;115;8;mittehjeeß;imp;aus2;0
3;115;19;nolitʒis;;aus2;0
3;116;6;dabbujiß;prt.3.;aus2;0
3;116;8;bijiß;;aus2;0
3;116;9;mirriß;;aus2;0
3;116;20;noſkummuſchi;;aus2;0
3;116;22;mieļojis;;aus2;0
3;116;27;teiʒis;;aus2;0
3;116;27;nomirris;;aus2;0
3;116;29;attſpiedejuſẜi;prs.3.;aus2;0
3;116;31;ẜuhtijiß;prs.3.;aus2;0
3;117;2;mieļojuẜchi;prs.1.sg.;aus2;0
3;117;3;jis;prs.3.;aus2;0
3;117;3;ẜuhtijiß;;aus2;0
3;117;5;mieļojiß;;aus2;0
3;117;6;nodehweeß;;aus2;0
3;117;8;ſchaͤlojiß;prs.3.;aus2;0
3;117;9;nodehwis;;aus2;0
3;117;10;eeẜchkinkojiß;;aus2;0
3;117;13;darrijiß;;aus2;0
3;118;9;mirris;;intr;0
3;118;13;peewielis;;peri;0
3;118;15;ghajuſẜi;prt.3.;peri;0
3;118;19;darrijiß;;peri;1
3;118;20;wielis;prs.1.sg.;peri;1
3;119;1;ſprahdſis;;peri;0
3;119;2;ißkrattijiß;;peri;0
3;119;16;jaͤhmuẜchi;;peri;1
3;119;19;daͤwuẜchi;;peri;1
3;119;20;pawehlijis;prs.3.;peri;1
3;119;22;laſẜijiß;;aus1;0
3;119;22;redſejiß;;aus1;0
3;120;23;notitʒis;;aus1;0
3;120;24;peewieliß;prs.3.;aus1;0
3;121;1;peewieliß;prt.3.;aus2;0
3;121;2;pahrghajuſẜi;prt.3.;aus2;0
