part;page;line;match;Kommentar;subpart;obliqua
2;312;10;ghraͤkojis;prt.3.;aus2;0
2;312;16;ghraͤkojis;fut.1.sg.;aus2;0
2;312;29;ap⸗ehdis;prt.3.;aus2;0
2;313;1;notickuſẜi;;aus2;0
2;313;3;lughuẜchi;;aus2;0
2;313;24;peedſimmis;prs.3.;aus2;0
2;313;25;ʒehleeß;;aus2;0
2;313;27;noẜuhtijiß;;aus2;0
2;314;5;paradijiß;prs.3.;aus2;0
2;314;6;jauʒeeß;;aus2;0
2;314;18;darrijiß;;aus2;0
2;314;24;dehwis;prs.3.;aus2;0
2;315;4;pahrnah-ʒiß;;aus2;0
2;315;10;dſirrdejiß;;aus2;0
2;315;18;notickuſẜi;prs.3.;aus2;0
2;315;20;ẜabahruſcheeß;prs.3.;aus2;0
2;315;21;tappuſẜi;;aus2;0
2;315;22;peedſehreeß;;aus2;0
2;315;28;paradijiß;;aus2;0
2;315;28;dehwis;prs.3.;aus2;0
2;315;29;apkaitenajiß;2.sg.prs.;aus2;0
2;316;7;dſirrdejis;;aus2;0
2;316;8;ehduſẜi;prs.3.;aus2;0
2;318;3;aisbahſis;prt.3.;peri;0
2;319;6;ẜehdeeß;imp;peri;2
2;320;28;peedſim̃is;;aus1;0
2;321;4;peedſim-mis;;aus1;0
2;321;18;aisbahſis;prt.3.;aus2;0
2;321;25;bijuſchi;;aus2;0
2;321;27;nomirruſchi;;aus2;0
2;322;3;mahʒijiß;;aus2;0
2;322;6;lixeeß;;aus2;0
2;322;20;titʒejiß;;aus2;0
2;322;24;kojiß;;aus2;0
2;322;24;ghrehkojiß;;aus2;0
2;322;25;wileeß;imp;aus2;0
2;322;28;Nomirruſchi;;aus2;0
2;323;11;bijiß;;aus2;0
2;323;13;bijis;prs.3.;aus2;0
2;323;18;dſiewojuẜchi;prs.3.;aus2;0
2;323;30;Attſtahjeeß;imp;aus2;0
2;324;4;kluſẜenahjiß;;aus2;0
2;324;24;pawehlejis;;aus2;0
2;324;27;noſeedſis;2.sg.prs.;aus2;0
2;324;29;ghraͤkojiß;;aus2;0
2;325;8;dewiß;;aus2;0
2;325;24;leelijeeß;;aus2;0
2;326;2;Beßkauniß;;aus2;0
2;326;27;atpeſtijiß;;aus2;0
2;327;1;mielojeeß;2.sg.;aus2;0
2;327;5;mielojeeß;2.sg.;aus2;0
2;327;9;mielojeeß;2.sg.;aus2;0
2;327;11;dſenneeß;;aus2;0
2;327;15;pawehlejis;;aus2;0
2;327;19;mielojiß;prs.1.sg.;aus2;0
2;327;21;mielojiß;;aus2;0
2;328;12;waiʒajiß;;aus2;0
2;328;14;pahrklauſẜijuẜchi;;aus2;0
2;328;22;ʒehleeß;;aus2;0
2;328;23;dſimmis;;aus2;0
2;328;29;ẜehdeeß;imp;aus2;0
2;329;6;ẜautʒiß;;aus2;0
2;329;8;ẜautʒis;cnd;aus2;0
2;329;25;ẜatʒijis;prt.3.;aus2;0
2;329;28;pahrkahpis;;aus2;0
2;329;30;bijuſchi;;aus2;0
2;330;1;usjehmis;;aus2;0
2;330;1;tappis;;aus2;0
2;330;2;darrijis;prs.3.;aus2;0
2;330;3;nahʒis;;aus2;0
2;330;3;tappis;;aus2;0
2;330;7;nahkuſẜi;prs.3.;aus2;0
2;330;9;nahkuſẜi;;aus2;0
2;330;10;tappuſchi;prs.3.;aus2;0
2;330;12;tappis;;aus2;0
2;330;13;warrejis;;aus2;0
2;330;17;nomirris;prs.3.;aus2;0
2;330;23;warrejis;;aus2;0
2;330;24;warrejis;;aus2;0
2;330;27;litʒis;;aus2;0
2;331;11;laͤhkuſẜeeß;;aus2;0
2;331;13;apkaitenajis;prt.3.;aus2;0
2;331;17;attpirʒeeß;;aus2;0
2;331;21;mieļojis;;aus2;0
2;331;22;nodehweeß;;aus2;0
2;331;23;attradijuſẜeeß;prs.3.;aus2;0
2;331;24;ẜuhtijis;;aus2;0
2;331;29;pawehlejis;;aus2;0
2;332;4;pa⸗wehlejis;prs.1.sg.;aus2;0
2;332;9;dehwis;2.sg.prs.;aus2;0
2;332;15;pee⸗nagglojuẜchi;;aus2;0
2;332;17;pee⸗ẜittuſchi;;aus2;0
2;332;18;pa⸗wehlejis;;aus2;0
2;332;19;jis;;aus2;0
2;332;19;braͤhkuſchi;cnd;aus2;0
2;332;21;warrejis;;aus2;0
2;332;22;ghullejuẜchi;;aus2;0
2;332;27;pa⸗jehmis;prs.3.;aus2;0
2;332;28;atpeſtijis;;aus2;0
2;334;21;dewis;prs.3.;peri;0
2;335;10;dehwis;;aus1;0
2;336;11;bijuẜchi;;aus2;0
2;336;22;ghraͤkojis;prs.1.sg.;aus2;0
2;336;22;darrijis;;aus2;0
2;337;5;dſimmis;;aus2;0
2;339;3;nopellnijuſchi;prs.1.sg.;aus2;0
2;339;4;ißniekuẜchi;prs.1.sg.;aus2;0
2;339;6;tappujuẜchi;;aus2;0
2;339;16;darrijiß;prs.3.;aus2;0
2;339;16;peepilldijiß;;aus2;0
2;339;17;pahr⸗jehmiß;;aus2;0
2;339;20;nahʒiß;;aus2;0
2;339;20;tappiß;;aus2;0
2;339;20;ʒeetiß;;aus2;0
2;339;21;nomirris;;aus2;0
2;339;22;ißdelldejiß;;aus2;0
2;339;23;peepilldi-jiß;;aus2;0
2;339;24;nopellnijiß;;aus2;0
2;339;25;tappiß;;aus2;0
2;339;26;ghraͤkojiß;prt.3.;aus2;0
2;339;28;dehwiß;;aus2;0
2;340;13;attpeſtijis;;aus2;0
2;340;18;darrijis;;aus2;0
2;341;9;ghraͤkojis;;aus2;0
2;341;11;ghrutenajis;;aus2;0
2;341;12;dſirrdejis;;aus2;0
2;341;14;pateitʒis;;aus2;0
2;341;15;dabbujeeß;;aus2;0
2;341;16;darrijis;;aus2;0
2;341;18;bijuẜchi;;aus2;0
2;341;21;notickuſẜi;;aus2;0
2;341;24;peedehwis;;aus2;0
2;341;25;peedehwis;;aus2;0
2;341;26;dehwis;;aus2;0
2;341;26;attlaidis;;aus2;0
2;341;28;nopellnijis;;aus2;0
2;342;3;nopellnijiß;prs.1.sg.;aus2;0
2;343;8;Ʒehlleeß;imp;aus2;0
2;343;23;baͤhdajeeß;2.sg.;aus2;0
2;343;30;dehwis;;aus2;0
2;344;17;darrijis;prs.3.;intr;0
2;346;15;eenahʒis;;peri;1
2;346;16;apwillʒiß;;peri;1
2;347;4;mieļojiß;;aus1;0
2;347;4;ʒeenijiß;;aus1;0
2;347;6;dehwis;;aus1;0
2;347;6;eeſchkinkojiß;prs.3.;aus1;0
2;347;9;nahkuſchas;prs.3.;aus1;0
2;347;10;preeʒajeeß;imp;aus1;0
2;347;14;darrijiß;prs.3.;aus1;0
2;347;16;attpirʒis;;aus1;0
2;347;19;darrijiß;prs.3.;aus1;0
2;347;28;ẜatʒijiß;prs.3.;aus2;0
2;348;17;raddijiß;prs.3.;aus2;0
2;349;1;attſtahjeeß;2.sg.;aus2;0
2;349;11;noſkummuẜchi;inf;aus2;0
2;349;23;paradijiß;;aus2;0
2;349;31;Pamaͤßliß;;aus2;0
2;350;1;ʒehliß;;aus2;0
2;350;2;ʒehliß;;aus2;0
2;350;3;darrijuſchi;prs.3.;aus2;0
2;350;9;raddejiß;;aus2;0
2;350;16;paradijis;prs.3.;aus2;0
2;350;20;ſkaidriß;;aus2;0
2;351;7;nahʒiß;;aus2;0
2;351;9;ißpoſtijiß;;aus2;0
2;351;9;attſtahjiß;;aus2;0
2;352;9;nopellnijiß;;aus2;0
2;352;10;ẜatʒijiß;;aus2;0
2;352;20;juſẜi;prs.3.;aus2;0
2;352;28;ẜataiſẜijiß;;aus2;0
2;353;2;noghajiß;prs.3.;aus2;0
2;353;7;laipniß;;aus2;0
2;353;12;iß⸗ẜuhtijiß;prs.3.;aus2;0
2;354;18;krahjeeß;cnd;aus2;0
2;355;17;ſaͤmmojeeß;imp;aus2;0
2;355;18;attſtahjeeß;imp;aus2;0
2;355;24;dabbujiß;;aus2;0
2;355;25;apwillkuẜchi;;aus2;0
2;355;31;peedſimmis;2.sg.prs.;aus2;0
2;356;6;darrijis;;intr;0
2;357;13;kluis;prt.3.;peri;0
2;358;24;noſkum-mis;;aus1;0
2;359;2;paklauſẜijiß;;aus1;0
2;359;3;paliedſejiß;prs.3.;aus1;0
2;359;26;wahjiß;;aus2;0
2;360;6;bijuſẜi;prs.3.;aus2;0
2;360;10;nomirris;;aus2;0
2;361;9;ʒehleeß;!;aus2;0
2;361;11;noſchkieruſẜi;;aus2;0
2;363;17;redſejis;;aus2;0
2;363;23;noſkummis;;aus2;0
2;364;4;parnahʒis;;aus2;0
2;364;9;pawehlejiß;prs.3.;aus2;0
2;364;25;peeghulleeß;plqpf;aus2;0
2;365;7;pawehlejiß;prs.3.;aus2;0
2;366;14;paliedſejiß;;aus2;0
2;366;15;darrijiß;;aus2;0
2;368;16;noſkummuſchi;;peri;1
2;368;17;notitʒis;prt.3.;peri;1
2;368;20;attlaidis;;peri;2
2;368;21;abſchaͤlojeeß;plqpf?;peri;2
2;369;13;nopellnijuẜchi;;aus1;0
2;370;3;noſeeguſchi;prs.3.;aus1;0
2;370;8;darrijiß;;aus1;0
2;370;17;eekrittuſchi;;aus2;0
2;371;11;juſẜi;;aus2;0
2;371;11;dſirrdejuſẜi;;aus2;0
2;371;12;nahʒis;prs.3.;aus2;0
2;371;18;raddijiß;;aus2;0
2;371;19;darrijis;prs.3.;aus2;0
2;371;27;raddijiß;;aus2;0
2;371;27;attjaunajiß;;aus2;0
2;371;28;raddijiß;prs.3.;aus2;0
2;371;30;attwillʒeeß;;aus2;0
2;372;17;darrijiß;prt.3.;aus2;0
2;372;23;attſtahjiß;;aus2;0
2;372;27;attſtahjiß;;aus2;0
2;372;28;darrijiß;;aus2;0
2;372;30;nomaxajiß;;aus2;0
2;373;6;bijuſẜi;;aus2;0
2;373;30;bijajeeß;;aus2;0
2;373;31;ẜarrghajeeß;cnd;aus2;0
2;374;2;bijiß;;aus2;0
2;374;2;ghaidijis;;aus2;0
2;374;12;peluhdſis;;aus2;0
2;374;12;pateiʒis;;aus2;0
2;374;13;lahdejiß;;aus2;0
2;374;14;pamettiß;prs.3.;aus2;0
2;374;17;lixeeß;;aus2;0
2;374;30;eedſeruſẜi;;aus2;0
2;374;30;peedſaͤruſẜeeß;;aus2;0
2;374;30;reijeeß;2.sg.;aus2;0
2;374;30;barreeß;2.sg.;aus2;0
2;374;31;dußmojeeß;2.sg.;aus2;0
2;375;11;peewieliß;;aus2;0
2;375;12;maͤhlojiß;;aus2;0
2;375;13;apmaͤlojiß;;aus2;0
2;375;20;nahxeeß;;aus2;0
2;375;25;luhdſeeß;imp;aus2;0
2;375;28;ghraͤkojiß;prs.1.sg.;aus2;0
2;376;1;darrijiß;;aus2;0
2;376;5;usmettiß;;aus2;0
2;376;15;darrijiß;;aus2;0
2;376;17;attraddiß;;aus2;0
2;376;19;aißkampiß;;aus2;0
2;376;29;dſiewojiß;;aus2;0
2;376;30;parahdijiß;;aus2;0
2;377;8;darrijis;;aus2;0
2;377;10;ẜakohduẜchi;;aus2;0
2;377;11;attkohduẜcheeß;;aus2;0
2;377;11;attrebuẜcheeß;;aus2;0
2;377;16;kaitenajiß;;aus2;0
2;377;24;attreebẜeeß;;aus2;0
2;377;26;darrijiß;;aus2;0
2;378;1;mittejeeß;imp;aus2;0
2;378;4;darrijiß;prs.3.;aus2;0
2;378;6;raddijiß;;aus2;0
2;378;12;peedehwis;prs.3.;aus2;0
2;380;17;deh-wis;prs.3.;aus1;0
2;381;8;pawehlejiß;;aus1;0
2;381;14;turrejuẜchi;;aus2;0
2;382;20;noſeedſis;prs.3.;aus2;0
2;383;4;nokahruẜchi;;aus2;0
2;383;11;dſirrdejuẜchi;;aus2;0
2;383;19;eeʒehliß;;aus2;0
2;383;20;ẜaͤhdenajiß;prs.3.;aus2;0
2;383;24;dehwiß;;aus2;0
2;383;30;eeʒehlis;;aus2;0
2;384;4;attmaͤttuẜchi;;aus2;0
2;384;11;ghlabbojiß;;aus2;0
2;384;16;eeʒehliß;prs.3.;aus2;0
2;384;20;pawehlejiß;;aus2;0
2;384;23;pawehlejis;;aus2;0
2;385;6;dehwiß;;aus2;0
2;385;19;bijuſẜi;cnd;aus2;0
2;385;23;ʒehliß;;aus2;0
2;385;27;dſiewojuẜchi;prs.3.;aus2;0
2;386;2;pellnijiß;fut.3.;aus2;0
2;386;22;pawehlejiß;prs.3.;aus2;0
2;388;9;klauſẜijuẜchi;prs.1.sg.;aus2;0
2;388;13;bijiß;;aus2;0
2;388;17;jauʒeeß;;aus2;0
2;388;20;kerreeß;;aus2;0
2;388;27;nokahwuſẜi;;aus2;0
2;389;21;dſirrdejiß;2.sg.prs.;aus2;0
2;391;2;darrijiß;;intr;0
2;391;3;usmodenajiß;prs.3.;intr;0
2;391;11;nomirruſẜi;;peri;1
2;391;12;ʒehleeß;!;peri;0
2;392;1;ghullejuſẜi;prt.3.;peri;0
2;392;7;palliedſejuſẜi;;peri;1
2;392;12;nomirruſẜi;prs.3.;peri;1
2;393;8;nomirruſẜi;;aus1;0
2;393;15;ʒetuſẜi;;aus1;0
2;393;16;ẜatʒijuſẜi;;aus1;0
2;393;21;aißkahriß;;aus1;0
2;393;22;lehjuſẜi;;aus1;0
2;393;22;darrijuſẜi;;aus1;0
2;393;24;paliedſejuſẜi;;aus1;0
2;393;27;notickuẜchi;;aus1;0
2;394;4;nomirruſẜi;;aus2;0
2;394;8;ghullejuſẜi;prt.3.;aus2;0
2;394;16;ẜirrdſis;prs.1.sg.;aus2;0
2;394;25;ʒeetuſẜi;;aus2;0
2;394;30;ſtahwejuſẜi;;aus2;0
2;395;1;bijiß;;aus2;0
2;395;7;bijuſẜi;;aus2;0
2;395;8;ʒeetuẜchi;;aus2;0
2;395;10;ghraͤkojiß;;aus2;0
2;395;11;nahkuẜchi;;aus2;0
2;395;12;wahrdſenajiß;;aus2;0
2;395;17;ẜaplohſẜijiß;;aus2;0
2;395;23;ẜaͤmmojiß;2.sg.prs.;aus2;0
2;396;1;dſirrdejiß;;aus2;0
2;396;2;bijiß;;aus2;0
2;396;4;iß⸗ſtaighajiß;;aus2;0
2;396;7;mecklejuſẜi;;aus2;0
2;396;8;iß⸗dſaͤruſẜi;prs.3.;aus2;0
2;396;13;peeluhghuẜchi;cnd;aus2;0
2;396;18;ſteidſeeß;imp;aus2;0
2;396;22;luhdſeeß;imp;aus2;0
2;396;23;mittejeeß;imp;aus2;0
2;396;31;ap⸗ẜmeeß;;aus2;0
2;396;31;peelaideeß;imp;aus2;0
2;397;1;raddijiß;;aus2;0
2;397;4;darrijiß;prs.3.;aus2;0
2;397;5;ẜohlijiß;prs.3.;aus2;0
2;397;11;Metteeß;imp;aus2;0
2;397;17;patickuẜchi;prs.3.;aus2;0
2;397;17;patickuſẜi;;aus2;0
2;397;19;noſkummis;;aus2;0
2;397;20;nomirruẜchas;;aus2;0
2;397;24;noſkummis;;aus2;0
2;398;7;noſkummis;;aus2;0
2;398;8;nomirruſẜi;;aus2;0
2;398;10;dohmajiß;;aus2;0
2;398;12;notitʒiß;;aus2;0
2;398;13;tappiß;;aus2;0
2;398;14;ʒerrejiß;prs.3.;aus2;0
2;398;15;pallitʒis;prs.3.;aus2;0
2;398;17;peeẜau-ʒiß;prs.3.;aus2;0
2;398;20;dewis;prs.3.;aus2;0
2;399;2;aisjemmeeß;imp;aus2;0
2;400;4;raddijiß;;aus2;0
2;400;11;dehwis;;aus2;0
2;400;19;dewis;prs.3.;aus2;0
2;401;2;dehwis;prs.3.;aus2;0
2;401;18;ẜarrghajeeß;imp;aus2;0
2;401;23;dehwis;;aus2;0
2;401;29;ʒehliß;prs.3.;aus2;0
2;401;30;mahʒijeeß;;aus2;0
2;402;2;mahʒijeeß;;aus2;0
2;402;4;mahʒijeeß;;aus2;0
2;402;20;peeghajuſẜi;;aus2;0
2;403;11;darrijuẜchi;prs.3.;aus2;0
2;403;12;darrijuẜchi;;aus2;0
2;403;17;usmohdenajiß;prs.3.;aus2;0
2;403;20;usmohdenajis;prs.3.;aus2;0
2;403;23;usmohdenajis;prs.3.;aus2;0
2;403;25;ghulle-jiß;;aus2;0
2;403;28;ghullejuẜchi;prt.3.;aus2;0
2;404;17;ẜluddenajiß;prs.3.;intr;0
2;406;1;bijuẜchi;prs.3.;peri;1
2;406;13;ẜatʒijiß;;peri;1
2;406;22;bijis;;aus1;0
2;406;22;attghadajeeß;imp;aus1;0
2;407;6;nahʒis;;aus1;0
2;407;8;nahʒis;prs.3.;aus1;0
2;407;12;adſinnuẜchi;;aus1;0
2;407;13;runnajuẜchi;;aus1;0
2;407;15;nahʒiß;;aus1;0
2;407;21;tappuſẜi;;aus1;0
2;408;17;ẜatʒijiß;prt.3.;aus2;0
2;408;17;ſtaſtijiß;;aus2;0
2;408;19;ʒeetiß;adv?;aus2;0
2;408;20;beixeeß;;aus2;0
2;408;21;ẜatʒijiß;;aus2;0
2;409;14;apẜmeeß;;aus2;0
2;409;20;daggajiß;prs.3.;aus2;0
2;409;25;klieduẜchi;prs.3.;aus2;0
2;410;4;eeʒehliß;;aus2;0
2;410;11;ʒehliß;;aus2;0
2;410;24;Pahrghajuẜchas;;aus2;0
2;411;3;redſejuſẜi;prs.3.;aus2;0
2;411;4;palitʒis;;aus2;0
2;411;5;kliediß;;aus2;0
2;411;8;ẜarrghajeeß;imp;aus2;0
2;411;14;bijuẜchas;prs.3.;aus2;0
2;411;23;peedſiewojuẜchi;;aus2;0
2;411;29;ißklieduẜchi;;aus2;0
2;412;3;palitʒis;;aus2;0
2;412;4;leedſis;;aus2;0
2;412;31;mirruẜchi;;aus2;0
2;413;3;attrad-dis;;aus2;0
2;413;14;litʒiß;;aus2;0
2;413;16;ſchaͤhlojiß;prs.3.;aus2;0
2;413;17;usjehmis;;aus2;0
2;413;21;attſtajeeß;imp;aus2;0
2;414;7;attſtahjeeß;imp;aus2;0
2;414;27;dſirrdejiß;;aus2;0
2;414;29;darrijiß;prs.3.;aus2;0
2;415;5;ghajeeß;imp;aus2;0
2;417;6;bijiß;;peri;2
2;417;7;pee⸗aͤhdenajuſchi;;peri;2
2;417;8;bijis;;peri;2
2;417;8;dſirrdinajuſchi;;peri;2
2;417;9;bijis;;peri;2
2;417;10;lojuẜchi;;peri;2
2;417;10;bijiß;;peri;2
2;417;11;aptaͤhrpuſchi;;peri;2
2;417;12;bijiß;;peri;2
2;417;12;nahkuſchi;;peri;2
2;417;15;pee⸗aͤhdenajuſchi;;peri;2
2;417;16;dſirrdinajuſchi;;peri;2
2;417;17;redſejuſchi;2.sg.prs.;peri;2
2;417;18;juſchi;;peri;2
2;417;18;aptaͤhrpuſchi;;peri;2
2;417;20;dſejuſchi;;peri;2
2;417;20;nahkuẜchi;;peri;2
2;417;22;darrijuſchi;imp.2.pl.;peri;2
2;417;24;darrijuſchi;;peri;2
2;418;3;bijiß;;peri;2
2;418;4;pee⸗aͤhdenajuſchi;;peri;2
2;418;4;bijis;;peri;2
2;418;5;dſirrdenajuſchi;;peri;2
2;418;6;bijis;;peri;2
2;418;7;bijis;;peri;2
2;418;8;aptaͤhrpuſchi;;peri;2
2;418;9;bijis;;peri;2
2;418;9;apraudſijuſchi;;peri;2
2;418;11;redſejuſchi;;peri;2
2;418;13;kallpojuſchi;;peri;2
2;418;15;darrijuſchi;imp.2.pl.;peri;2
2;418;17;darrijuſchi;;peri;2
2;418;23;peedſimmis;;aus1;0
2;418;26;ẜluddenajiß;;aus1;0
2;419;4;abſchaͤhlojeeß;;aus1;0
2;419;6;ẜuhtijiß;;aus1;0
2;419;6;dehwis;;aus1;0
2;419;10;attnahʒis;;aus1;0
2;419;18;mahʒijiß;;aus1;0
2;419;25;aismigguẜchi;;aus1;0
2;419;27;bijuẜchas;prs.3.;aus1;0
2;420;14;us⸗jehmeeß;prs.3.;aus2;0
2;420;17;dabbuijeeß;;aus2;0
2;420;18;ẜaͤmmojeeß;adv?;aus2;0
2;420;19;ſaͤmmojeeß;prs.3.;aus2;0
2;420;29;turrejeeß;;aus2;0
2;421;5;bijiß;;aus2;0
2;421;6;Peedſim-mis;;aus2;0
2;421;19;bijiß;prs.3.;aus2;0
2;421;20;dabbujiß;prs.3.;aus2;0
2;421;24;dewis;;aus2;0
2;421;26;dehwis;;aus2;0
2;421;28;dſirrdejuẜchi;prs.3.;aus2;0
2;421;29;ʒerrejuẜchi;prs.3.;aus2;0
2;421;30;ļojuẜchi;;aus2;0
2;421;30;dohmajuẜchi;;aus2;0
2;421;31;runnajuẜchi;;aus2;0
2;421;31;dſeedajuẜchi;prs.3.;aus2;0
2;422;2;nopellnijiß;prs.3.;aus2;0
2;422;17;ẜmahdejiß;2.sg.prs.;aus2;0
2;422;17;abẜmejiß;;aus2;0
2;422;17;ghribbejiß;;aus2;0
2;422;20;attſtahjeeß;imp;aus2;0
2;422;21;dſenneeß;;aus2;0
2;422;23;ẜaderreeß;;aus2;0
2;422;26;nahʒis;;aus2;0
2;423;14;peewielis;;aus2;0
2;423;15;dſis;;aus2;0
2;423;16;pellnijiß;2.sg.prs.;aus2;0
2;423;22;jis;prs.3.;aus2;0
2;423;23;runnajiß;;aus2;0
2;423;27;bijuẜchi;prs.3.;aus2;0
2;423;28;ẜarrghajeeß;imp;aus2;0
2;424;8;lickuẜcheeß;;aus2;0
2;424;10;dſiewojuẜchi;;aus2;0
2;424;11;ẜaderrejuẜcheeß;;aus2;0
2;424;14;nohſt⸗dſinnuẜchi;;aus2;0
2;424;17;ẜajuckuẜchi;;aus2;0
2;424;19;ẜapuwuẜchas;;aus2;0
2;424;22;ẜaẜeeß;;aus2;0
2;425;1;willeeß;imp;aus2;0
2;425;7;laͤppniß;;aus2;0
2;425;13;eeſiemojiß;;aus2;0
2;426;3;nahkuẜchas;;aus2;0
2;426;21;nopellnijiß;;aus2;0
2;426;24;darrijuẜchi;prs.3.;aus2;0
2;426;25;ghribbeeß;2.sg.;aus2;0
2;427;12;nopellnijuẜchi;;aus2;0
2;427;14;lickuſchi;;aus2;0
2;427;15;pa⸗rahdijuẜchi;;aus2;0
2;427;17;bijis;;aus2;0
2;427;18;bijis;;aus2;0
2;427;19;denajuẜchi;;aus2;0
2;427;19;bijis;;aus2;0
2;427;20;majojuẜchi;;aus2;0
2;427;20;bijis;;aus2;0
2;427;21;aptaͤhrpuẜchi;;aus2;0
2;427;21;bijis;;aus2;0
2;427;22;nahkuẜchi;;aus2;0
2;427;24;darrijuẜchi;;aus2;0
2;427;24;darrijuẜchi;;aus2;0
2;428;1;pawehlejis;;aus2;0
2;428;4;dehwis;;aus2;0
2;428;9;ghraͤkojis;;aus2;0
2;428;13;peedehwis;prs.3.;aus2;0
2;428;21;pahrkahpuẜchi;;aus2;0
2;428;23;ißlaiduẜchi;;aus2;0
2;428;24;titʒejuẜchi;;aus2;0
2;428;25;redſejuſchi;;aus2;0
2;428;26;paʒehlis;;aus2;0
2;428;26;luhdſis;prs.3.;aus2;0
2;428;27;paliedſejuẜchi;;aus2;0
2;428;30;bijuſẜi;;aus2;0
2;429;1;iß⸗mehŗojuẜchi;imp.2.pl.;aus2;0
2;429;7;attſtahjeeß;imp;aus2;0
2;429;18;peedſimmis;2.sg.prs.;aus2;0
3;2;3;notitʒeeß;;intr;0
3;2;6;nodſeedajuſchi;;peri;0
3;3;10;noſkummuſẜi;prs.3.;peri;1
3;4;21;nahkuſẜi;prs.3.;peri;1
3;5;3;jehmis;prt.3.;peri;0
3;5;8;dewis;;peri;0
3;5;9;ẜatʒjiß;;peri;0
3;5;20;ẜatʒijiß;;peri;1
3;5;24;pamettis;;peri;1
3;5;24;dewis;2.sg.prs.;peri;1
3;5;25;ſteidſeeß;!;peri;0
3;6;3;na-ʒis;;peri;1
3;6;19;dewis;prs.3.;peri;1
3;6;24;nakuſchi;prt.3.;peri;0
3;6;26;ißghajuſchi;;peri;1
3;7;1;ẜehdejiß;;peri;1
3;7;1;mahʒijiß;prs.1.sg.;peri;1
3;7;3;ckuſchi;;peri;1
3;7;5;notitʒis;;peri;0
3;7;8;abgherbeeß;plqpf;peri;0
3;7;21;ʒeetis;;aus1;0
3;7;22;ißlehjiß;;aus1;0
3;7;22;nomirris;prs.3.;aus1;0
3;7;27;nomirris;prs.3.;aus1;0
3;8;1;ẜataiſẜijis;;aus1;0
3;8;9;attpeſtijiß;;aus1;0
3;8;11;darrijiß;prs.3.;aus1;0
3;8;14;notitʒis;prs.3.;aus1;0
3;8;21;ghajis;prs.3.;aus2;0
3;8;24;ehdis;prt.3.;aus2;0
3;8;25;ʒehlis;;aus2;0
3;9;1;ẜatʒijis;prs.3.;aus2;0
3;9;2;taiẜeeß;imp;aus2;0
3;9;5;ißklieduẜchas;;aus2;0
3;9;9;ißklieduſchas;;aus2;0
3;9;11;ißbijuſẜi;;aus2;0
3;9;12;bijuſẜi;;aus2;0
3;9;13;attſtahjuẜchi;;aus2;0
3;9;16;aisleedſis;;aus2;0
3;9;27;ghraͤkojiß;;aus2;0
3;9;28;eeweddiß;;aus2;0
3;10;2;darrijuẜchi;;aus2;0
3;10;4;ẜaliedſenajuſẜi;;aus2;0
3;10;6;mirruẜchi;;aus2;0
3;10;8;Attjaunajiß;;aus2;0
3;10;14;noſkummis;;aus2;0
3;10;21;noſkummuſẜi;prs.3.;aus2;0
3;10;31;litʒis;;aus2;0
3;11;5;dſirrdejiß;;aus2;0
3;11;6;ſtahwejuſẜi;;aus2;0
3;11;9;turrejeeß;;aus2;0
3;11;11;ſkummuſẜi;;aus2;0
3;11;12;nomannijiß;;aus2;0
3;11;23;ẜatʒijiß;2.sg.prs.;aus2;0
3;12;3;usrunnajiß;cnd;aus2;0
3;12;8;mohdenajiß;;aus2;0
3;12;9;rejiß;;aus2;0
3;12;12;ſtahſtijuẜchi;;aus2;0
3;12;14;ʒeetiß;;aus2;0
3;12;15;notitʒis;;aus2;0
3;12;15;peewielis;;aus2;0
3;12;17;jaͤmuẜchi;;aus2;0
3;12;17;ẜaiſtijuẜchi;prs.3.;aus2;0
3;12;25;darrijiß;prt.3.;aus2;0
3;12;31;litʒis;;aus2;0
3;13;1;aprunnajuſcheeß;;aus2;0
3;13;13;daͤwuſẜeeß;;aus2;0
3;13;17;Muẜchas;;aus2;0
3;13;19;ißſprutʒis;prt.3.;aus2;0
3;14;20;warrejiß;cnd;aus2;0
3;14;21;litʒis;;aus2;0
3;14;27;ẜatʒijiß;;aus2;0
3;15;2;juẜchi;;aus2;0
3;15;6;ẜehdejiß;;aus2;0
3;15;7;attradduẜchi;;aus2;0
3;15;9;nahkuſẜi;;aus2;0
3;15;11;juẜchi;;aus2;0
3;15;14;ẜakampuẜchi;;aus2;0
3;16;2;Auẜi;;aus2;0
3;16;6;dewis;prs.3.;aus2;0
3;16;14;dewis;prs.3.;aus2;0
3;16;22;litʒis;;aus2;0
3;16;32;peſtijiß;prs.3.;aus2;0
3;17;1;bijiß;;aus2;0
3;17;2;bijis;;aus2;0
3;17;4;klahjeeß;;aus2;0
3;17;5;dſim-mis;;aus2;0
3;17;8;ʒeetis;;aus2;0
3;17;10;ʒeetiß;;aus2;0
3;17;17;ʒeetiß;prs.3.;aus2;0
3;17;22;ʒeetis;prs.3.;aus2;0
3;17;23;bijuſchas;;aus2;0
3;17;28;redſejis;;aus2;0
3;17;28;peedſiwojiß;prt.3.;aus2;0
3;17;30;bijuẜchas;;aus2;0
3;18;6;ißbijajuẜcheeß;prs.3.;aus2;0
3;18;7;ißbijajuſẜeeß;;aus2;0
3;18;8;peekuſẜiß;;aus2;0
3;18;15;attſtahjiß;;aus2;0
3;18;16;ʒeetis;prs.3.;aus2;0
3;18;17;usraxtijiß;;aus2;0
3;18;18;ẜatʒijiß;;aus2;0
